position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,9,27,0,47,25,162,71,113,0,6,457,2
101,26,436,8,24,20,260,193,232,20,41,1145,10
201,51,154,9,173,367,879,225,444,29,40,968,68
301,10,84,14,33,24,168,513,226,25,40,1161,9
401,8,111,10,31,36,134,265,99,147,126,316,5
501,11,139,17,125,162,249,510,186,7,60,1501,19
601,10,171,23,9,25,215,304,264,13,10,1080,0
701,1,150,25,7,28,89,654,68,5,32,607,0
801,35,52,5,171,9,221,183,58,0,84,1667,1
901,2,294,23,21,13,146,392,120,2,29,718,1
1001,8,106,36,2,10,109,119,54,0,39,859,6
1101,25,103,81,15,2,167,111,226,3,88,934,1
1201,6,288,31,19,7,152,258,84,0,38,642,2
1301,7,568,10,17,4,95,82,28,6,53,1046,1
1401,13,130,39,17,26,169,157,48,5,45,1826,6
1501,5,458,161,12,10,257,199,81,4,217,581,0
1601,22,149,17,18,8,81,54,42,0,16,831,1
1701,5,99,6,10,19,155,186,305,1,14,344,0
1801,28,259,71,28,112,120,436,137,2,17,369,3
1901,11,160,21,17,22,196,288,81,1,83,973,1
2001,7,118,10,9,12,128,169,83,3,44,1032,3
2101,5,312,24,6,3,123,157,393,1,54,847,0
2201,11,186,16,11,31,94,156,721,99,19,332,3
2301,69,145,7,30,12,120,91,413,2,47,428,0
2401,17,151,40,24,6,645,220,82,2,63,1621,0
2501,22,177,12,11,17,89,169,62,5,23,574,35
2601,6,138,30,6,0,90,54,62,7,17,692,0
2701,2,133,17,12,3,515,82,95,3,19,29969,10
2801,3,250,32,12,2,101,219,144,3,22,304,0
2901,14,203,19,23,10,555,109,43,1,10,2030,2
3001,15,230,34,6,32,300,113,97,11,46,648,0
3101,7,130,15,200,15,143,111,75,29,69,506,9
3201,48,277,32,10,32,222,90,584,3,53,380,21
3301,4,209,32,27,19,113,185,145,3,21,299,15
3401,42,173,17,12,11,70,503,309,17,3,559,0
3501,247,188,7,396,8,148,208,99,7,52,391,2
3601,12,168,8,26,28,145,85,329,1,99,769,3
3701,8,683,2,2,9,171,295,92,4,29,792,11
3801,18,196,19,4,33,106,287,223,1,21,619,0
3901,23,168,19,15,5,72,94,86,4,37,737,2
4001,11,90,12,47,20,178,111,6,8,9,826,0
4101,2,116,10,19,137,201,61,269,1,1,541,0
4201,16,141,10,3,62,151,161,383,6,5,1608,0
4301,6,81,12,8,5,253,23,49,6,13,448,0
4401,17,116,14,6,3,61,140,33,5,26,446,2
4501,80,158,6,292,6,142,51,71,14,28,808,0
4601,11,65,1,7,19,103,57,18,1,16,315,2
4701,2,87,5,13,79,152,36,48,1,499,664,0
4801,15,352,18,5,6,133,24,19,5,32,942,3
4901,12,89,41,6,25,57,264,158,2,21,719,0
5001,46,109,15,69,16,238,255,293,0,5,487,2
5101,10,172,33,9,7,94,125,50,0,31,833,11
5201,11,73,10,42,4,81,58,71,2,9,887,3
5301,5,83,81,28,52,169,48,26,0,6,645,1
5401,5,91,48,2,5,132,117,106,0,9,372,0
5501,4,173,28,6,21,61,121,290,1,18,688,3
5601,4,1252,16,2,8,71,108,77,1,17,734,1
5701,17,136,35,13,4,168,68,12,4,11,587,1
5801,14,123,17,15,2,102,116,20,2,20,1681,0
5901,98,86,12,3,5,800,134,85,0,14,1306,2
6001,7,174,12,9,41,189,56,61,2,38,879,3
6101,3,78,11,17,12,335,43,14,2,10,615,2
6201,3,131,2,21,0,100,49,9,1,166,733,0
6301,15,139,113,34,51,309,230,225,14,27,1112,1
6401,17,187,14,14,7,153,113,649,1,34,1059,2
6501,6,162,4,17,13,140,128,71,18,63,1072,0
6601,1,300,4,54,48,341,126,108,2,64,1037,1
6701,24,58,3,6,4,285,35,42,1,16,1162,0
6801,4,128,15,0,47,58,99,58,2,49,483,0
6901,7,46,5,3,11,210,91,45,2,52,769,0
7001,4,42,1,20,124,257,141,130,3,24,787,1
7101,0,48,6,35,8,198,15,9,5,92,998,3
7201,7,56,2,16,26,122,65,29,2,8,793,4
7301,3,96,6,1,25,200,54,504,2,17,340,0
7401,0,54,1,5,4,97,4,11,0,59,1102,1
7501,7,52,807,3,0,40,23,5,2,1,418,30
7601,25,55,6,2,16,193,20,68,0,3,191,0
7701,8,207,20,13,6,309,62,82,1,50,945,1
7801,12,134,7,13,19,202,244,47,1,17,636,1
7901,3,3184,23,4,42,71,32,58,14,22,1151,2
