position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,2,26,2,54,29,39,42,34,2,4,231,1
101,15,60,32,6,2,56,145,109,8,6,616,8
201,68,110,3,51,195,464,123,255,32,21,610,45
301,5,51,10,20,15,213,176,119,12,18,510,5
401,2,123,5,7,14,55,79,110,56,52,159,6
501,3,70,12,39,34,91,301,120,1,13,507,9
601,2,136,11,2,6,124,181,181,5,11,516,1
701,2,39,12,6,3,186,93,51,0,18,420,2
801,7,41,0,6,4,194,158,38,1,74,703,1
901,1,107,17,12,1,60,114,39,2,10,484,0
1001,2,33,17,2,3,24,59,41,0,9,304,0
1101,7,63,17,6,5,44,53,99,1,83,360,1
1201,5,251,21,1,3,49,67,43,0,23,306,0
1301,4,53,5,4,7,454,44,23,3,13,723,0
1401,4,47,6,14,7,54,76,63,3,13,450,2
1501,1,53,142,10,2,174,123,45,4,22,359,0
1601,3,61,11,4,16,32,595,21,2,15,284,3
1701,5,56,5,8,3,38,130,52,1,4,528,0
1801,1,80,2,17,54,80,188,28,8,5,157,0
1901,2,70,29,9,3,109,173,29,2,21,717,0
2001,0,65,0,23,3,79,76,33,1,3,305,1
2101,3,137,2,6,1,108,74,50,25,21,396,3
2201,6,60,10,4,12,80,118,210,2,9,228,0
2301,7,32,2,11,4,44,61,73,1,10,217,0
2401,14,115,15,123,1,183,65,53,3,13,439,0
2501,6,56,3,6,5,34,58,24,0,13,412,3
2601,2,55,5,5,1,178,27,15,4,3,237,4
2701,3,227,5,5,1,222,21,31,5,9,248,0
2801,1,117,21,4,1,53,94,35,2,5,161,0
2901,1,111,4,19,15,80,64,7,1,5,414,1
3001,3,48,12,4,13,212,57,57,2,8,223,1
3101,1,47,7,9,7,58,79,78,7,8,620,1
3201,110,57,5,2,43,96,60,67,6,40,305,1
3301,3,59,10,2,5,46,82,70,3,16,128,0
3401,13,59,8,7,4,31,514,98,0,4,193,0
3501,11,62,6,11,4,45,56,16,20,4,155,2
3601,5,104,18,10,22,74,45,136,2,25,357,3
3701,2,31,4,4,9,72,110,26,4,3,845,7
3801,3,72,60,2,11,51,208,91,2,20,284,1
3901,10,72,20,7,2,49,24,45,0,30,268,0
4001,10,31,2,3,11,96,35,3,9,4,536,0
4101,2,54,1,4,68,51,44,98,2,0,121,0
4201,15,104,10,3,6,169,85,89,0,1,246,3
4301,0,35,8,4,0,158,14,26,0,4,243,0
4401,2,63,105,5,0,61,37,27,2,5,905,2
4501,28,229,14,121,0,29,59,33,1,29,315,0
4601,2,24,4,3,10,60,25,10,0,2,182,1
4701,1,32,2,8,82,54,5,15,1,80,724,0
4801,2,61,4,4,4,47,18,8,3,12,360,0
4901,5,62,4,4,18,47,15,61,1,20,180,0
5001,7,60,6,3,5,507,57,82,21,3,253,0
5101,3,32,8,6,4,56,37,24,0,28,352,1
5201,5,33,5,26,5,156,26,30,0,5,310,3
5301,2,35,29,8,26,38,56,31,0,11,694,1
5401,4,49,9,0,13,42,34,16,1,7,201,2
5501,6,148,19,1,23,23,54,264,58,12,366,0
5601,0,58,3,1,0,74,31,52,0,9,384,1
5701,7,107,3,7,12,329,35,12,1,19,185,0
5801,4,48,13,0,0,30,23,1,2,13,624,1
5901,11,36,10,4,7,593,50,38,3,5,464,4
6001,6,81,21,6,2,87,15,5,1,20,375,1
6101,2,46,3,14,2,111,31,10,2,7,277,2
6201,1,26,6,15,0,62,30,6,1,8,335,0
6301,4,77,48,8,35,138,129,64,12,29,289,3
6401,2,109,18,12,3,130,50,39,2,77,570,0
6501,2,86,66,43,3,39,52,41,1,25,632,2
6601,1,114,5,10,5,85,55,25,0,16,872,0
6701,8,31,15,5,3,113,17,15,1,9,376,0
6801,4,76,11,0,0,35,40,242,1,12,329,0
6901,3,26,2,1,2,65,35,9,0,7,515,0
7001,2,24,0,10,86,48,83,104,1,7,502,2
