position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,67,34,1,26,8,252,59,123,3,11,482,1
101,113,490,10,18,112,536,416,268,25,36,1152,90
201,36,204,18,339,550,871,331,1246,23,53,1563,51
301,29,150,21,26,23,332,623,281,43,55,2111,5
401,11,128,21,34,37,175,350,131,118,154,622,2
501,12,396,13,116,133,217,646,339,90,123,1602,41
601,13,219,24,8,28,329,348,280,8,12,1280,1
701,21,137,16,18,3,174,572,57,3,25,1059,1
801,7,89,3,19,20,229,354,102,2,101,2741,0
901,16,689,24,42,6,213,434,129,6,199,1352,1
1001,23,135,25,31,14,168,205,286,0,52,583,7
1101,433,176,70,4,24,194,255,927,3,198,6308,18
1201,17,430,21,15,9,170,306,103,4,69,5950,4
1301,13,712,6,28,28,141,123,44,15,67,1366,1
1401,17,88,36,77,19,797,236,226,24,45,2065,2
1501,8,374,266,21,18,550,249,123,13,50,1238,0
1601,27,166,243,15,7,178,80,34,0,93,1213,1
1701,10,88,28,18,20,128,298,108,4,15,569,0
1801,15,314,58,49,69,207,563,137,5,18,1289,5
1901,5,157,5,17,20,328,457,62,8,204,1412,14
2001,21,162,1,21,10,344,234,332,45,37,1191,3
2101,12,203,20,15,44,160,330,160,5,167,1147,2
2201,30,415,22,90,20,466,335,128,7,18,523,6
2301,56,155,25,9,7,120,117,98,8,70,1124,4
2401,19,283,53,54,2,724,355,174,2,52,2306,2
2501,29,176,11,13,11,94,165,99,5,18,826,29
2601,7,123,15,7,1,340,127,19,4,8,1218,0
2701,4,631,39,14,2,377,112,242,7,162,30246,15
2801,14,218,71,70,99,110,336,193,3,9,681,0
2901,7,582,25,22,9,269,319,75,1,27,1641,0
3001,93,293,38,34,21,325,828,259,13,24,717,0
3101,21,141,136,154,11,331,168,76,61,33,902,4
3201,5,397,19,9,19,226,558,359,2,47,649,9
3301,8,175,17,9,11,137,266,152,6,37,615,4
3401,20,749,99,16,12,110,798,463,2,8,688,0
3501,6,410,5,23,6,297,218,34,5,14,562,2
3601,12,169,14,10,5,388,166,429,3,40,1235,4
3701,3,110,4,24,27,209,295,85,3,36,1422,0
3801,64,212,38,6,35,160,601,358,9,44,856,1
3901,17,209,154,20,4,129,125,194,8,24,778,0
4001,8,74,12,6,12,238,66,3,10,11,1649,1
4101,4,288,25,15,36,212,122,357,0,2,343,0
4201,107,350,11,91,10,71,403,608,7,53,1414,0
4301,6,238,10,14,42,307,39,74,4,12,1074,0
4401,14,183,18,25,0,67,201,85,8,86,986,4
4501,92,237,82,381,3,140,80,165,9,26,1159,1
4601,1,70,5,10,11,215,95,27,2,16,599,2
4701,2,80,8,13,39,167,34,105,8,486,1347,5
4801,7,303,20,11,3,442,28,64,51,118,4227,1
4901,13,134,25,7,41,142,228,615,3,16,1230,0
5001,42,160,9,14,17,382,231,205,3,6,972,1
5101,9,97,22,20,11,337,447,89,2,44,1181,4
5201,17,110,15,26,6,192,110,192,32,30,1091,3
5301,4,107,83,21,139,157,62,72,2,33,1493,1
5401,20,128,98,3,18,496,117,33,2,9,1200,2
5501,58,194,61,4,216,62,246,562,5,36,844,0
5601,5,312,15,2,0,208,461,72,1,25,925,0
5701,15,124,27,12,8,379,57,22,2,9,823,1
5801,12,115,19,4,2,288,77,8,0,15,2290,0
5901,8,110,13,9,0,1125,165,114,47,5,594,0
6001,21,314,16,11,4,348,69,45,28,32,3195,3
6101,6,191,28,46,14,280,400,24,1,22,2878,1
6201,11,241,14,35,2,187,107,4,7,39,853,0
6301,37,160,197,55,80,690,389,423,11,31,1881,2
6401,31,203,12,12,11,290,141,165,4,38,58744,5
6501,11,147,18,136,25,185,236,472,4,29,1825,9
6601,10,283,13,33,9,279,166,61,7,95,1647,1
6701,1876,336,8,6,9,380,75,44,2,16,1760,1
6801,10,130,316,34,4,212,86,332,24,40,1018,0
6901,11,41,8,4,14,224,95,80,2,58,1110,1
7001,51,75,5,29,121,468,173,88,0,23,1046,2
7101,1,53,0,16,8,216,51,10,6,135,1521,6
7201,20,67,4,40,31,191,1782,48,4,11,779,1
7301,2,270,2,10,22,225,79,672,4,12,306,0
7401,11,412,3,6,35,182,162,11,2,3,773,0
7501,28,77,4,9,1,271,71,8,1,7,818,23
7601,7,89,5,10,2,240,31,143,3,8,170,0
7701,20,253,7,16,42,595,72,153,2,115,2509,2
7801,18,186,22,10,15,226,64,315,3,25,1666,2
7901,6,127,20,7,51,196,243,153,8,34,1137,34
8001,74,390,11,202,9,135,104,102,29,18,1211,0
8101,7,133,12,12,14,185,165,322,1,29,694,2
8201,26,66,13,11,4,105,34,132,1,5,931,2
8301,9,1262,25,27,5,76,1276,335,2,1027,1342,64
8401,4,116,6,5,3,116,133,3,1,5,253,0
8501,8,185,10,8,1,91,90,95,1,3,162,0
8601,16,301,9,37,8,208,105,65,29,65,1370,14
8701,9,83,3,11,13,712,43,25,1,7,1591,3
8801,162,153,51,16,4,189,323,68,3,27,839,0
8901,7,109,8,4,4,165,80,50,1,61,2649,2
9001,14,130,10,13,29,241,122,59,4,3,355,0
9101,2,166,7,8,13,180,64,267,2,42,600,1
9201,2,384,27,12,5,138,429,46,6,2,765,0
9301,13,169,2,9,6,120,71,7,18,1,29962,0
9401,18,135,6,175,50,269,99,74,2,7,1053,1
9501,5,112,14,8,15,757,38,76,0,21,2502,3
9601,2,51,0,3,28,256,58,275,5,7,475,0
9701,0,167,12,4,16,337,108,13,18,46,727,0
9801,0,187,5,19,34,1913,72,494,3,8,5976,0
9901,6,75,4,6,286,1125,384,18,1,13,1248,3
10001,113,358,4,99,20,135,66,6,0,18,795,1
10101,4,90,13,19,19,608,78,65,1,12,2299,1
10201,0,54,7,5,36,196,52,49,1,15,1970,0
10301,9,1975,4,32,2,143,257,66,1,16,1483,3
10401,4,122,85,7,5,112,95,8,1,35,1204,0
10501,24,125,4,11,10,229,14,40,51,9,1516,18
10601,27,135,11,18,21,153,192,257,19,31,594,11
10701,661,829,2,0,7,155,34,26,0,106,2921,4
10801,10,214,34,20,6,138,71,147,2,7,1442,0
10901,7,138,5,3,5,156,601,12,2,2,861,0
11001,0,37,4,8,55,254,34,95,22,155,779,0
11101,0,181,10,98,28,148,76,74,3,14,832,0
11201,3,108,2,134,972,172,1096,232,9,2,327,1
11301,5,141,32,6,4,151,93,197,4,9,749,0
11401,0,84,3,12,4,128,75,109,12,30,554,1
11501,4,861,5,44,89,670,222,185,2,30,880,1
11601,2,44,2,13,24,270,25,107,1,42,1136,0
11701,22,345,6,14,4,187,92,30,3,100,3456,3
11801,5,515,4,7,19,36,133,44,0,21,405,0
11901,7,339,13,23,17,129,45,14,16,7,960,1
12001,5,117,12,19,11,240,242,192,1,38,2823,0
12101,11,96,39,141,16,245,147,781,7,35,551,3
12201,2,29,7,13,15,173,73,33,2,8,147,1
12301,13,36,5,7,5,69,92,11,0,5,525,9
12401,11,134,29,2,11,182,65,2,0,26,2717,0
12501,31,788,56,4,39,142,58,139,12,10,877,3
12601,40,47,4,9,16,85,121,13,0,9,469,0
12701,1,141,76,12,7,95,233,82,1,39,1916,0
12801,4,112,9,13,30,128,97,244,1,17,604,3
12901,2,108,3,5,2,205,76,46,0,8,1467,0
13001,8,165,2,49,6,221,53,150,2,6,441,1
13101,19,201,6,8,7,121,135,18,4,32,887,0
13201,1,56,6,11,8,222,270,48,1,14,644,8
13301,4,129,7,14,7,393,89,71,4,9,1014,0
13401,26,226,0,3,31,169,104,27,3,50,632,1
13501,0,721,4,10,4,91,28,34,2,2,1199,0
13601,2,88,27,2,7,226,49,229,2,16,1343,2
13701,2,370,18,1,11,110,361,51,1,16,2522,1
13801,1,132,29,5,5,86,100,258,3,9,562,2
13901,45,511,9,20,6,193,144,70,1,54,1262,1
14001,6,235,24,18,8,214,35,120,1,11,866,0
14101,18,108,306,24,13,202,199,361,29,48,1451,1
14201,4,82,5,9,12,129,102,104,4,18,500,0
14301,2,129,3,2,3,314,69,109,0,5,466,0
14401,23,73,13,12,5,234,19,46,1,3,468,0
14501,3,58,0,35,8,155,78,16,7,11,671,1
14601,4,37,9,14,38,162,54,14,0,18,553,2
14701,1,84,2,3,4,110,75,41,0,9,666,1
14801,2,61,6,3,7,146,20,484,0,7,770,1
14901,210,380,15,32,7,242,49,8,3,9,849,0
15001,16,99,16,1,10,288,98,104,0,13,490,0
15101,13,90,14,6,4,87,269,25,3,34,296,1
15201,2,93,5,6,7,334,11,34,0,14,1307,1
15301,0,26,4,8,16,169,62,109,4,50,642,0
15401,16,7044,4,2,4,184,269,83,1,13,131,0
15501,2,77,12,17,4,510,58,106,1,47,443,4
15601,9,121,21,2,12,104,26,136,0,16,610,0
15701,32,123,7,12,9,271,58,67,0,46,1392,0
15801,13,263,148,3,6,1041,43,18,2,14,543,2
15901,14,269,3,6,12,266,83,147,4,23,1328,4
16001,3,114,7,8,3,246,52,116,3,7,174,0
16101,9,52,7,7,3,98,30,38,2,6,582,0
16201,13,84,101,32,38,160,104,141,1,17,843,2
16301,38,144,11,9,4,572,48,63,0,5,1174,10
16401,3,179,14,1,12,7214,32,28,1,6,1077,1
16501,0,1022,2,12,1,311,17,25,2,3,558,0
16601,0,66,3,8,58,227,174,70,4,18,305,2
16701,7,43,2,3,5,68,141,62,0,25,928,1011
16801,2,253,5,16,13,297,61,106,10,6,231,0
16901,6,76,4,5,6,234,55,107,2,10,713,0
17001,8,166,2,30,12,353,141,240,4,3,639,0
17101,30,134,3,27,32,230,62,203,0,68,829,11
17201,0,126,15,27,15,174,52,1043,1,2,279,0
17301,0,180,3,15,105,86,117,82,0,64,611,5
17401,98,237,5,28,3,120,54,102,4,5,1015,0
17501,5,372,12,68,16,88,95,181,4,6,1005,1
17601,11,739,5,10,6,177,115,172,2,25,1506,1
17701,13,104,10,16,13,107,108,270,4,39,1742,3
17801,1,115,11,47,16,194,208,36,1,20,530,6
17901,16,179,5,4,24,77,46,28,8,20,608,1
18001,1,177,7,14,3,199,73,142,0,5,530,1
18101,6,312,5,6,5,102,438,197,5,18,1130,1
18201,3,87,24,8,8,169,104,133,1,44,718,1
18301,1,176,0,25,7,274,161,169,4,21,1611,0
18401,10,175,4,10,13,437,44,292,1,18,1012,0
18501,2,2315,102,22,13,77,175,341,17,55,1578,720
18601,4,67,13,17,26,260,140,311,6,29,1373,8
18701,23,220,17,37,3,187,64,150,4,30,1233,0
18801,3,146,16,5,7,126,89,261,9,6,783,0
18901,3,72,55,7,7,114,66,276,34,8,409,1
19001,9,84,20,47,3,153,29,247,21,19,824,2
19101,124,233,7,5,18,117,78,123,3,14,1304,1
19201,5,220,1,18,56,211,37,27,2,67,1357,0
19301,7,128,34,6,9,354,161,28,0,7,555,3
19401,3,196,15,27,9,122,46,33,0,2,139,4
19501,0,56,9,17,17,242,75,1048,22,37,1090,2
19601,11,90,4,53,167,266,77,797,2,58,424,0
19701,22,75,25,8,6,78,109,78,2,1,82,0
19801,28,399,30,15,6,277,177,149,20,13,718,2
19901,10,117,31,49,19,412,132,352,21,51,643,2
20001,9,277,1,4,10,226,101,123,3,21,680,0
20101,10,74,10,2,50,174,119,206,0,5,1447,3
20201,28,184,24,4,4,77,35,89,1,133,348,0
20301,4,380,82,34,15,155,230,65,0,21,300,8
20401,2,191,14,23,43,362,563,114,7,10,1200,2
20501,37,153,2,69,2,269,54,324,2,26,137,1
20601,9,84,10,4,5,119,235,249,412,6,309,0
20701,9,84,10,4,1,79,25,71,1,8,814,0
20801,0,135,11,9,11,164,90,11,0,7,419,2
20901,7,62,4,29,37,281,120,92,5,16,565,1
21001,25,164,79,5,5,168,48,40,24,9,920,6
21101,6,934,22,42,12,103,116,160,5,71,350,0
21201,2,183,17,116,2,88,193,190,573,26,312,19
21301,18,119,31,9,18,129,625,58,5,262,814,1
21401,7,131,6,1,17,99,89,29,0,8,121,1
21501,21,98,25,51,31,1072,49,94,11,14,1219,66
21601,39,244,42,98,7,358,12,278,591,123,1885,65
21701,27,97,778,118,109,1018,3122,414,65,115,2077,13
21801,30,67,20,33,23,407,202,213,19,62,1602,25
21901,305,61,43,61,245,571,79,188,78,91,822,29
22001,101,243,79,107,55,428,177,255,163,237,403,7
22101,110,360,32,39,76,622,398,592,222,68,185,12
22201,85,197,12,17,33,200,176,266,52,38,1194,6
22301,3,110,171,8,33,319,801,297,184,51,1336,20
22401,57,133,9,24,11,61,64,153,54,18,1486,27
22501,34,1186,39,6,1,244,289,32,187,31,422,14
22601,38,207,135,36,13,1057,728,52,7,103,1529,2
22701,20,606,49,222,18,3194,204,52,8,746,57691,3
22801,28,1134,41,22,2815,222,232,2540,3,29,407,3
22901,9,265,316,94,312,216,52,461,15,118,595,26
23001,46,1094,49,449,54,1387,1288,127,81,744,1869,23
23101,34,95,14,12,6,413,51,179,225,6,501,6
23201,10,75,130,7,10,306,65,97,34,194,2438,19
23301,40,98,2,15,24,203,83,153,21,6,90,6
23401,163,68,6,10,53,328,177,286,37,127,305,19
23501,56,99,10,8,6,295,207,265,141,32,951,6
23601,70,99,290,19,9,222,134,286,22,492,1923,16
23701,33,2138,9,7,24,195,451,54,3,21,552,0
23801,41,69,1751,7,10,155,65,142,30,34,703,4
23901,362,163,63,9,121,71,54,71,1,18,448,4
24001,21,157,15,52,11,226,45,326,2,20,986,284
24101,8,61,87,20,6,191,494,193,82,43,503,0
24201,18,172,9,45,7,123,15,43,1,9,454,11
24301,80,883,16,14,7,132,108,371,171,119,1031,8
24401,45,101,2,28,4,168,105,28,0,6,304,2
24501,27,34,3,6,42,195,25,225,4,18,318,2
24601,6,62,4,45,9,221,34,191,11,4,295,5
24701,75,97,137,11,20,590,85,206,10,22,252,3
24801,16,276,38,29,17,452,62,250,58,24,476,11
24901,147,92,74,7,17,654,54,175,116,145,3542,72
25001,33,87,18,10,5,194,455,266,53,26,1704,9
25101,24,111,66,5,12,401,129,238,108,83,679,4
25201,91,130,19,42,42,334,184,3263,181,49,762,2
25301,14,114,38,7,13,94,233,865,25,78,1121,10
25401,45,380,86,17,31,565,422,1418,144,191,16264,10
25501,104,197,37,34,86,522,520,886,61,178,4077,21
25601,75,239,130,99,150,608,323,2744,42,99,3127,60
25701,27,251,125,9,68,319,118,755,21,24,1671,12
25801,21,98,5,22,76,264,127,188,146,34,1463,32
25901,31,241,63,15,30,143,117,910,35,16,939,2
26001,42,106,10,20,18,452,146,230,3,278,1772,16
26101,38,90,58,24,18,619,107,396,12,72,1172,1
26201,13,157,20,11,7,308,144,229,16,55,577,5
26301,7,72,1,10,4,97,15,121,2,27,543,10
26401,48,52,7,20,55,237,71,370,85,34,1091,7
26501,51,122,7,11,9,116,2246,417,1565,47,1019,865
26601,14,52,7,3,10,217,38,175,3,33,2416,9
26701,18,949,8,13,43,241,1173,666,9,45,1477,2
26801,25,53,1,32,8,484,87,210,12,53,2303,19
26901,7,171,7,25,24,262,71,244,27,52,745,3
27001,87,43,23,68,9,120,91,91,16,57,1230,1
27101,24,116,9,14,1,494,14,132,7,8,1054,0
27201,34,202,211,93,68,1127,168,558,36,319,1031,53
27301,338,530,90,187,22,1073,81,338,244,38,1320,63
27401,55,203,48,65,20,552,660,204,19,134,1478,14
27501,57,151,24,111,39,822,185,512,40,242,2496,42
27601,66,132,224,482,45,553,129,294,64,184,2511,108
27701,50,470,53,34,57,261,104,415,27,37,1471,13
27801,76,74,33,73,46,523,123,185,56,71,2025,10
27901,103,434,18,35,139,1084,494,262,7,182,1625,7
28001,538,164,14,2912,191,982,339,1764,47,49,2509,15
28101,31,140,10,8,16,467,239,191,23,68,447,27
28201,442,122,661,478,620,620,266,925,245,737,762,202
28301,331,806,16,9,12,329,608,751,41,513,1543,44
28401,71,168,21,13,8,578,541,241,95,52,1796,10
28501,26,80,17,3,2,122,83,132,74,56,504,6
28601,43,147,14,65,2,706,276,427,39,31,4527,31
28701,154,243,17,17,26,173,107,195,49,55,1907,16
28801,853,883,30,97,24,223,6707,395,928,129,958,308
28901,56,214,8,54,82,640,291,710,21,57,782,3
29001,34,349,20,8,8,70,147,190,14,55,1156,14
29101,66,163,27,33,21,159,104,260,28,110,1371,3
29201,47,158,21,78,13,67,369,492,54,39,2039,7
29301,52,304,60,9,13,462,178,401,191,124,2380,7
29401,110,270,27,25,34,162,270,949,96,53,825,18
29501,41,422,313,40,27,445,216,1162,65,545,2127,14
29601,50,586,7,19,20,378,73,315,18,21,4116,29
29701,340,871,421,98,333,1117,1551,2251,915,328,4206,59
29801,0,0,0,0,0,0,0,0,0,5,167,0
29901,0,0,0,0,0,0,0,0,0,0,0,0
