position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,41,56,5,25,29,155,51,123,2,20,796,3
101,22,457,5,36,37,301,357,404,30,45,1529,14
201,77,199,22,353,33,891,395,923,21,37,2176,61
301,35,206,13,54,77,292,808,490,1,23,1797,2
401,10,323,30,86,45,142,433,183,77,192,508,0
501,21,368,19,168,144,521,689,235,5,129,1628,72
601,17,242,15,19,46,409,351,362,3,21,1466,0
701,7,320,23,16,15,85,701,54,4,28,1454,0
801,12,112,7,24,23,234,853,51,0,109,5643,2
901,24,491,30,115,7,257,734,182,5,41,1128,0
1001,47,257,77,14,3,244,112,238,2,28,992,0
1101,33,183,32,7,19,351,215,577,6,275,13089,1
1201,20,224,42,47,31,286,378,119,11,43,12873,2
1301,15,688,22,9,12,210,3176,82,12,77,2284,1
1401,9,155,40,103,30,94,322,121,8,42,2016,1
1501,10,357,80,13,7,620,245,142,6,29,1461,1
1601,6,234,159,36,28,207,93,85,1,65,1241,3
1701,22,127,22,11,16,294,269,121,2,25,530,0
1801,8,297,82,181,62,449,2476,174,2,50,690,3
1901,3,437,40,24,50,481,315,65,2,105,1563,2
2001,4,202,149,18,10,150,574,102,7,41,1342,2
2101,6,239,18,12,4,147,469,382,5,81,1414,4
2201,14,206,22,51,49,243,360,100,2,257,805,3
2301,88,161,102,11,11,216,236,145,6,39,799,1
2401,21,228,54,28,6,299,288,95,3,40,2247,1
2501,26,159,38,158,15,154,295,89,2,54,867,29
2601,13,176,32,12,58,226,215,54,3,17,1067,0
2701,9,169,12,15,3,326,239,240,4,28,147959,1
2801,27,226,21,22,8,342,725,158,5,17,771,0
2901,21,326,29,59,128,494,92,92,1,45,2406,3
3001,50,644,34,13,15,728,614,149,19,23,962,1
3101,23,153,21,210,19,363,238,213,76,18,1373,3
3201,26,417,41,5,33,374,380,630,11,54,666,39
3301,46,277,36,12,34,177,285,330,5,16,525,0
3401,84,244,25,40,9,171,976,414,3,11,662,3
3501,9,852,12,12,12,175,300,121,4,42,712,1
3601,21,182,9,43,6,279,200,455,7,79,2368,2
3701,9,108,12,17,34,306,180,145,6,16,1389,5
3801,9,433,22,11,197,769,701,425,31,83,988,0
3901,60,272,58,15,20,160,171,185,6,41,1153,1
4001,13,177,27,17,79,544,84,13,2,62,1114,0
4101,1,182,21,41,31,457,237,329,2,3,822,0
4201,90,501,35,11,7,521,416,1234,7,73,1258,0
4301,4,93,11,13,11,246,32,72,9,15,986,2
4401,42,193,122,16,4,70,193,46,2,34,1561,1
4501,167,206,64,465,11,96,121,111,4,61,3871,1
4601,4,90,7,15,17,268,222,34,0,22,466,2
4701,87,150,4,23,79,320,65,53,0,647,1686,3
4801,44,444,20,20,27,291,30,36,45,115,3143,17
4901,4,180,58,7,65,195,461,273,1,38,927,8
5001,31,163,13,37,17,649,212,93,4,5,905,0
5101,14,61,33,20,15,206,308,44,0,243,1329,4
5201,17,111,40,52,9,205,45,114,1,100,1013,1
5301,8,105,61,12,147,187,68,117,0,46,1051,1
5401,13,185,135,5,5,97,94,70,4,2,786,6
5501,15,204,73,8,470,78,416,884,9,24,1070,0
5601,125,723,22,9,0,255,133,249,1,48,1052,0
5701,26,151,3,16,23,358,60,24,1,9,642,1
5801,36,121,37,2,5,218,106,37,5,143,3207,0
5901,15,140,18,12,13,798,304,114,5,4,2084,1
6001,36,293,28,11,4,1452,84,153,7,54,1503,2
6101,56,150,9,23,17,351,2183,28,2,25,2265,3
6201,4,173,11,45,29,209,145,8,7,25,1232,0
6301,24,245,40,197,37,1465,872,322,16,55,2001,21
6401,16,192,73,27,11,264,431,207,2,38,1137,10
6501,11,236,38,177,6,203,215,136,5,30,1796,1
6601,5,370,11,46,11,269,179,279,1,108,2135,2
6701,19,139,0,5,4,525,54,40,4,12,5237,2
6801,26,312,216,6,8,257,121,224,20,53,884,15
6901,8,223,10,7,20,336,59,59,0,71,1244,0
7001,8,63,3,34,50,342,181,191,6,13,1253,3
7101,3,78,2,31,11,485,37,7,1,159,1083,4
7201,3,116,2,18,14,278,167,41,0,13,942,2
7301,2,77,1,9,35,372,186,500,7,19,349,2
7401,1,150,2,3,10,186,56,22,12,1,994,0
7501,11,79,4,0,1,147,58,9,3,9,1300,36
7601,9,39,10,3,9,391,43,97,4,13,188,3
7701,85,817,12,17,16,407,101,103,5,15,2791,5
7801,11,285,18,16,18,182,39,125,32,12,1559,2
7901,5,263,30,5,20,251,87,111,11,51,725,3
8001,50,269,347,359,9,614,562,126,43,16,1090,0
8101,8,122,21,18,6,207,234,319,2,27,777,4
8201,26,229,1,6,0,326,49,277,1,2,1469,3
8301,4,379,11,30,6,108,254,50,1,642,1169,49
8401,6,171,3,1,5,1001,160,12,3,21,428,0
8501,3,194,8,10,5,98,125,3456,2,4,174,1
8601,12,128,38,21,18,253,90,54,47,47,1759,3
8701,11,112,4,16,13,356,57,25,4,25,1271,1
8801,18,344,30,32,7,131,197,118,19,49,1205,1
8901,20,101,2,9,11,128,22,71,2,91,1579,1
9001,10,238,3,19,21,250,335,78,1,4,588,1
9101,15,163,7,11,6,157,84,167,5,48,813,5
9201,3,133,43,5,8,316,716,10,8,4,744,1
9301,3,269,6,21,4,319,57,14,11,4,514,1
