position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,21,59,4,67,23,130,142,86,3,15,389,2
101,15,319,10,48,30,232,298,327,28,35,1464,11
201,63,153,3,225,537,821,362,611,37,16,1108,52
301,40,150,4,37,42,253,533,235,25,36,2023,4
401,15,186,20,165,49,162,375,154,120,242,364,21
501,13,252,30,137,112,197,537,255,8,57,2044,66
601,30,180,106,11,15,396,519,300,11,15,1245,1
701,4,127,195,186,9,126,529,79,3,39,966,2
801,26,84,0,30,11,343,288,36,1,135,2755,3
901,6,292,21,15,6,232,375,88,7,48,984,1
1001,22,193,27,5,5,158,156,190,0,51,800,2
1101,2,158,26,9,21,167,193,593,1,298,1330,0
1201,6,250,13,6,23,229,188,102,2,51,894,2
1301,14,541,13,23,16,102,140,107,14,33,1028,0
1401,130,102,24,21,72,104,314,70,5,39,1779,7
1501,10,219,194,15,26,665,225,198,11,60,974,1
1601,7,195,68,14,7,146,49,25,5,53,1150,4
1701,10,160,11,29,19,138,264,432,1,6,444,0
1801,9,238,44,20,31,254,466,53,0,14,657,0
1901,18,125,50,20,21,484,470,56,1,203,1469,2
2001,20,157,7,9,8,90,194,158,6,31,1243,1
2101,9,244,26,11,8,164,278,99,8,110,2139,1
2201,7,105,28,34,28,198,247,90,3,43,1708,2
2301,48,163,4,434,66,144,247,82,5,36,752,0
2401,12,198,61,22,4,243,222,1564,41,42,1328,1
2501,42,209,24,60,112,69,131,73,1,40,956,27
2601,17,110,12,10,0,174,38,57,2,163,881,0
2701,5,154,56,5,3,415,76,129,2,27,784,2
2801,7,178,56,25,7,114,358,146,9,10,525,1
2901,11,298,30,31,18,872,134,66,4,19,1388,2
3001,18,203,31,7,236,354,273,145,23,18,730,0
3101,10,159,18,121,24,304,139,127,73,37,899,5
3201,20,256,28,7,80,221,290,299,12,53,664,2
3301,79,243,33,1,17,103,377,164,9,81,470,0
3401,23,283,21,7,1,71,464,296,7,7,737,0
3501,1,321,41,15,4,134,189,33,19,29,610,2
3601,11,147,13,23,23,365,176,456,8,51,1452,21
3701,8,89,17,7,35,197,495,74,1,48,1321,1
3801,15,382,80,20,33,170,641,146,17,45,618,1
3901,42,149,88,15,11,109,122,239,1,34,860,1
4001,12,91,16,11,20,198,79,54,9,10,1187,5
4101,4,163,16,21,159,188,94,252,10,4,326,4
4201,95,577,60,2,15,201,266,234,3,3,934,0
4301,3,113,29,6,12,232,51,43,0,15,1200,2
4401,23,135,14,17,15,128,134,39,4,14,964,6
4501,80,148,11,280,4,93,263,97,2,29,1283,1
4601,1,87,14,15,12,224,117,27,0,6,733,1
4701,0,106,5,23,76,180,57,79,0,556,1056,2
4801,7,412,13,8,4,135,251,25,29,125,1372,1
4901,18,260,18,7,44,135,174,245,1,28,774,0
5001,62,156,11,24,17,219,182,156,2,6,770,1
5101,20,65,30,11,19,349,229,72,1,34,1864,1
5201,4,103,9,40,9,147,86,118,6,6,924,7
5301,4,82,73,16,105,134,83,73,1,29,700,0
5401,16,108,37,2,16,71,106,38,1,4,777,0
5501,8,206,77,4,51,112,273,248,0,25,861,1
5601,9,333,8,1,0,210,118,82,0,21,862,7
5701,22,183,3,91,8,391,40,15,3,13,593,0
5801,16,126,23,7,2,165,85,19,1,105,2050,0
5901,7,66,16,2,4,1379,121,87,1,12,575,1
6001,6,213,16,3,2,334,44,23,26,35,994,2
6101,7,183,8,31,19,437,60,23,0,21,1720,0
6201,2,163,6,27,1,193,131,14,4,62,1483,0
6301,15,240,178,28,44,260,286,185,10,25,1325,1
6401,37,286,12,20,5,231,103,152,7,169,1468,6
6501,15,130,7,45,10,142,184,189,144,30,1363,2
6601,1,312,20,42,11,3184,113,47,2,81,1359,2
6701,17,73,75,4,0,237,74,55,0,17,1720,0
6801,8,222,102,5,3,171,167,64,5,27,680,0
6901,8,53,12,6,13,370,49,84,2,41,1134,0
7001,1,54,12,98,120,298,163,168,2,31,948,2
7101,4,148,2,10,8,343,163,9,8,66,997,3
7201,4,54,2,17,20,200,75,71,1,3,1396,2
7301,2,142,17,5,37,248,55,1214,5,17,480,5
7401,2,119,2,2,2,80,13,25,0,3,1099,1
7501,5,116,12,3,1,50,77,13,3,64,604,11
7601,5,38,2,10,5,155,32,66,2,4,148,0
7701,15,348,57,10,6,460,89,102,3,11,1577,2
7801,12,217,20,23,18,169,82,101,2,55,773,7
7901,7,159,15,2,15,66,88,152,2,62,641,6
8001,26,282,11,256,12,83,67,266,26,23,925,0
8101,9,139,19,18,13,145,189,457,2,24,866,9
8201,30,79,5,7,1,86,31,34,2,4,1270,1
8301,9,285,17,15,32,78,1187,248,3,537,804,58
8401,2,59,17,1,3,103,140,1,0,6,290,0
8501,5,152,5,7,63,53,111,116,1,11,155,0
8601,23,135,11,53,76,161,81,61,21,85,1177,4
8701,7,208,17,9,9,319,37,16,0,8,875,0
8801,13,120,10,18,7,262,1030,56,8,8,635,0
8901,11,68,23,1,16,129,24,24,3,24,1016,1
9001,8,181,12,7,934,276,52,62,3,5,374,0
9101,3,136,20,12,6,113,76,92,1,7,533,2
9201,2,130,12,10,14,98,323,41,6,5,555,0
9301,6,302,5,15,2,115,65,13,16,1,363,1
9401,6,29509,1,75,27,197,120,73,2,12,864,0
9501,4,59,0,6,21,699,37,30,1,19,2016,3
9601,1,53,2,14,11,88,28,16,1,6,595,0
9701,6,90,16,3,15,223,65,4,0,43,514,0
9801,6,522,10,37,48,566,82,100,3,34,3147,0
9901,7,101,7,1,232,1683,61,33,2,19,1699,32
10001,8,98,1,83,19,388,76,7,0,9,852,10
10101,1,53,12,17,22,480,60,43,0,9,1260,4
10201,1,66,7,11,2,178,47,99,2,7,1610,1
10301,12,1790,6,11,3,179,609,68,1,11,2889,5
10401,5,71,85,14,6,81,79,2,0,35,908,5
10501,4,144,24,5,7,354,53,83,23,12,986,2
10601,23,111,11,43,6,154,209,86,14,17,480,15
10701,1,114,2,39,11,192,31,32,9,73,2156,3
10801,2,216,87,16,8,129,36,246,3,15,537,2
10901,6,112,5,6,16,146,751,16,2,1,313,0
11001,3,76,11,10,6,270,35,30,16,44,718,0
11101,4,107,10,32,13,137,86,29,10,40,733,1
11201,4,100,5,105,778,136,905,146,7,4,298,0
11301,8,102,10,4,3,147,791,230,2,8,517,0
11401,5,82,7,5,12,4850,58,78,6,27,752,1
11501,22,763,8,28,81,883,181,285,4,8,903,1
11601,5,19,0,14,11,138,44,215,0,15,1041,8
11701,7,448,10,13,11,201,114,23,3,31,1977,0
11801,4,178,11,11,5,25,76,54,0,18,560,2
11901,4,130,8,2,10,139,108,21,1,2,585,5
12001,5,222,5,20,18,109,141,136,1,28,1424,0
12101,10,925,6,72,16,239,127,625,2,7,449,0
12201,3,75,3,7,4,105,88,71,2,7,146,0
12301,6,70,11,21,5,83,76,11,1,624,544,0
12401,26,105,33,4,11,255,33,4,2,34,764,1
