position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,0,0,0,1,0,1,2,0,0,27,0
101,0,0,0,0,4,2,14,6,0,0,45,0
201,0,0,0,6,2,46,3,6,0,0,69,0
301,0,3,0,0,0,2,3,18,0,0,28,0
401,0,2,1,0,0,1,0,7,0,1,3,1
501,0,24,0,0,0,180,0,1,0,0,8,0
601,0,12,0,0,324033,2,2,8,1,0,88,0
701,0,6,0,7,0,2,125,0,0,0,12,0
801,1,0,0,0,0,4,2,0,0,1,71,0
901,0,23,4,0,0,3,1,2,0,2,19,0
1001,0,2,0,0,0,13,1,10,0,0,59,0
1101,0,1,0,1,0,5,1,6,0,0,16,0
1201,0,5,2,0,0,2,3,2,0,1,14,0
1301,0,2,0,0,0,0,0,0,0,1,17,0
1401,1,0,0,0,0,0,8,3,0,0,44,0
1501,0,17,0,0,0,7,44,0,0,0,16,0
1601,0,0,0,0,0,1,1,0,0,0,12,0
1701,0,47,0,0,0,0,0,3,0,0,9,0
1801,0,0,0,2,0,0,15,2,0,0,9,0
1901,0,22,0,0,0,2,1,6,0,0,80,0
2001,0,0,0,43,1,0,23,4,0,0,25,0
2101,0,2,0,0,0,1,0,0,14,0,24,0
2201,0,2,0,0,0,2,2,416,0,5,8,0
2301,0,6,0,0,0,0,0,2,0,0,9,0
2401,0,0,0,0,0,53,0,0,0,144,487,0
2501,0,7,0,2,0,0,0,2,0,0,10,0
2601,6,0,0,4,0,0,0,8,0,0,33,0
2701,0,5,0,0,0,3,0,3,0,0,104,0
2801,0,87985,0,0,0,0,0,6,0,0,4,0
2901,0,3,0,1,1,3,0,1,0,0,15,0
3001,1,3,1,1,0,11,0,6,0,0,7,0
3101,1,3,0,0,61,5,0,1,0,0,250,0
3201,2,19,2,0,0,2,1,17,0,0,37,0
3301,0,13,0,0,0,1,3,23,0,0,11,0
3401,5,0,0,0,0,14,2,12,0,0,77,0
3501,0,3,0,0,0,1,2,1,0,0,0,0
3601,0,7,0,0,0,1,0,44,0,3,16,0
3701,0,3,0,0,0,0,0,0,0,0,29,0
3801,0,0,0,0,0,206,4,5,0,0,27,0
3901,0,5,0,0,0,2,0,4,0,0,9,0
4001,0,0,0,0,0,2,2,2,0,0,6,0
4101,0,1,3,0,2,1,29399,59302,0,0,1,0
4201,0,0,0,0,1,1,5,4,0,0,60,0
4301,0,0,0,0,0,4,5,12,0,0,412295,0
4401,0,8,0,0,0,0,0,0,0,0,14,0
4501,0,2,0,6,0,0,1,1,0,0,47,0
4601,0,2,0,0,1,4,0,0,0,0,3,0
4701,0,0,0,1,0,13,1,0,0,1,19,0
4801,3,1,0,0,0,0,0,0,0,0,12,0
4901,1,0,0,0,0,1,0,7,0,0,73,0
5001,0,0,0,4,0,4,84,0,0,0,17,0
5101,0,1,0,0,0,3,13,1,0,1,7151,0
5201,0,0,0,0,5,2,1,137,0,0,79,0
5301,0,0,0,0,647079,0,0,0,0,626393,4,0
5401,0,2,0,0,0,2,0,0,0,1,7,0
5501,0,17226,0,0,0,0,0,27,0,0,10,0
5601,0,3,0,0,0,1,0,0,0,0,6,0
5701,0,0,0,0,0,0,2,1,0,0,196,0
5801,0,0,0,0,0,1,1,0,0,1,36,0
5901,0,1,1,0,0,2,0,2,0,0,12,0
6001,0,0,0,0,0,1,0,6,0,0,30,0
6101,0,0,0,0,0,2,3,0,0,0,35,0
6201,0,1,1,0,0,5,2,0,0,1,5,0
6301,0,4,0,0,0,0,8,17,0,0,132,0
6401,0,8,0,0,0,0,10,11,0,0,367,0
6501,0,2,0,0,1,0,3,0,0,0,33,0
6601,0,3,2,0,2,2,17,0,0,0,1916,0
6701,0,2,0,1,0,7,4,0,0,0,12,0
6801,2,12,0,0,0,0,0,0,0,2,8,0
6901,0,3,0,0,0,35,0,0,0,0,125,1
7001,0,1,0,0,0,10,1,5,0,0,8,0
7101,0,0,0,0,0,13,0,0,0,2,18,0
7201,0,0,0,0,0,1,3,6,0,0,599,0
7301,0,2,0,0,0,0,0,19,0,0,1,0
7401,0,2,0,0,0,0,2,0,0,0,2,0
7501,0,20,2,0,0,3,0,0,0,0,29,0
7601,0,1,0,0,0,0,0,3,0,0,2,0
7701,0,4,0,0,0,0,12,13,0,0,12,0
7801,0,0,2,0,0,7,1,1,0,2,7,0
7901,1,0,0,0,0,1,0,1,0,0,27,0
8001,0,18,0,0,0,2,3,0,0,0,5,0
8101,0,1,1,0,0,1,2,86,0,5,29,0
8201,0,0,0,0,0,0,2,0,0,0,167,0
8301,0,0,0,85,0,3,2,2,0,8,17,0
8401,3,0,0,0,0,0,0,0,0,0,5,0
8501,0,1,0,0,0,0,4,36,0,1,2,0
8601,0,0,2,0,0,11,0,0,0,0,79,0
8701,0,2,0,0,0,7,0,0,0,0,7,0
8801,0,0,0,0,0,0,4,0,0,0,616,0
8901,0,4,0,0,0,1,3,0,0,0,64,0
9001,0,7,0,0,0,0,875,11,0,0,5,0
9101,0,1,0,2,0,185,1,4,0,0,7,0
9201,0,1,3,0,0,2,4,1,0,0,15,0
9301,0,0,0,0,0,13,0,0,0,0,4,0
9401,1,0,0,0,0,1,1,1,0,0,33,0
9501,0,0,0,0,0,3,2,1,0,0,353447,0
9601,0,37,0,0,0,0,0,0,0,0,8,0
9701,0,3,0,0,0,8,1,0,0,0,4,0
9801,0,0,0,0,0,6,0,1,0,0,31,0
9901,0,0,0,0,0,9,0,0,0,0,28,0
10001,0,0,0,0,0,1,0,0,0,0,453,0
10101,0,0,0,0,0,15,4,3,0,0,294565,0
10201,0,0,0,0,0,1,1,0,0,0,8,0
10301,0,108,0,0,0,1,22,0,0,0,201,0
10401,0,0,0,0,0,3,29399,0,0,0,15,0
10501,0,0,0,0,0,3,0,1,0,0,35,0
10601,0,0,0,0,0,0,1,0,0,0,4,0
10701,0,1,0,0,0,2,0,0,0,1,100,0
10801,0,6,0,1,0,4,0,1,0,0,3,0
10901,0,5254,0,0,0,0,12,2,0,0,3,0
11001,0,0,0,0,0,2,0,0,0,0,21,0
11101,0,0,0,0,6,0,0,3,0,0,184,0
11201,0,14,0,1,6,98,11,17,0,0,64,0
11301,2,9,0,0,0,4,2,9,0,0,3,0
11401,0,10,0,0,0,0,0,39,0,0,8,0
11501,0,3,0,0,4,8,2,4,0,0,31,0
11601,0,0,0,0,0,3,0,0,0,0,14,0
11701,0,3,0,0,0,2,0,2,0,0,134,0
11801,0,10,1,0,0,0,6,0,0,0,14,0
11901,0,5,0,0,0,0,0,0,0,0,11,0
12001,0,0,0,0,3,1,5,10,0,6,38,0
12101,0,0,0,0,0,4,0,1,0,0,36,0
12201,0,1,0,0,0,0,0,0,0,0,5,0
12301,0,0,0,0,0,8,0,0,0,0,8,0
12401,4,3,0,0,0,1,0,0,0,0,78,0
12501,0,47,0,0,0,0,0,12,0,0,9,0
12601,0,0,0,0,0,0,0,0,0,0,2,0
12701,0,3,0,0,0,3,2,6,0,0,34,0
12801,0,2,0,0,0,0,1,7,0,1,29411,0
12901,0,14,0,0,0,3,0,0,0,0,10,0
13001,0,0,0,1,1,0,0,0,0,0,70,0
13101,0,1,0,0,0,58606,0,0,0,0,51,0
13201,0,4,1,0,0,2,11,17,0,1,7,0
13301,0,1,0,0,2,0,0,0,0,0,12,0
13401,0,0,0,0,0,1,0,0,0,0,69,0
13501,0,3,0,0,0,0,0,2,0,0,14,0
13601,0,3,17,0,0,0,3,1,0,0,12,0
13701,0,7,0,0,0,1,0,2,0,0,11,0
13801,0,2,0,0,0,3,1,6,0,0,1,0
13901,0,0,0,0,0,4,4,6,0,0,36,0
14001,0,0,0,0,3,3,0,11,0,0,0,0
14101,0,3,0,0,0,0,4,0,0,0,23,0
14201,0,0,0,0,0,0,0,4,0,0,56,0
14301,0,0,0,0,0,22,0,0,0,0,7,1
14401,0,0,0,0,0,22,0,0,0,0,3,0
14501,0,0,0,0,0,1,0,1,0,0,31,0
14601,0,0,0,0,0,13,0,1,0,0,8,0
14701,0,4,0,0,0,0,0,7,0,0,16,0
14801,0,0,0,0,0,0,1,2,0,0,1,0
14901,0,0,0,0,0,0,0,0,0,0,73,0
15001,0,29,0,0,0,16,2,0,0,0,2,0
15101,0,5,0,0,0,0,0,0,0,0,1,0
15201,0,1,0,0,0,0,0,0,0,0,10,0
15301,0,0,0,0,0,2,0,8,0,0,66,0
15401,0,9,0,0,0,0,5,1,0,0,1,0
15501,0,0,0,0,0,17,5,6,0,0,6,0
15601,0,0,2,0,0,2,0,0,0,0,11,0
15701,0,6,0,0,0,1,0,0,0,0,29411,0
15801,0,0,0,0,0,0,0,0,0,2,6,0
15901,0,0,0,0,0,4,0,420,0,0,5,0
16001,0,3,0,0,0,0,0,60,0,1,0,0
16101,0,1,0,0,0,2,0,1,0,0,3,0
16201,0,0,0,0,0,2,0,0,0,0,8,0
16301,0,284,0,0,0,1,0,2,0,0,156,0
16401,0,11,0,0,0,2,8,0,0,0,3,0
16501,0,16,0,0,0,1,0,2,0,0,4,0
16601,0,0,0,0,0,0,0,3,0,0,0,0
16701,0,0,0,0,0,1,0,0,0,0,4,0
16801,0,0,0,1,0,1,1,1,0,1,20,0
16901,0,0,0,0,1,2,0,1,0,0,7,0
17001,0,0,0,0,0,4,1,1,0,0,3,0
17101,0,0,0,0,0,0,0,879,0,1,12,0
17201,0,2,0,0,6,2,0,3,0,0,5,0
17301,0,3,4,0,0,33,0,0,0,2,15,1
17401,0,0,0,2,0,4,0,21,0,0,353457,1
17501,0,1,5,0,0,0,0,3,0,0,1,0
17601,0,0,0,0,0,10,96,0,0,0,68,0
17701,1,9,0,0,0,1,0,1,0,0,15,0
17801,0,0,0,0,0,1,1,0,0,0,3,0
17901,0,14,0,0,2,3,0,0,0,0,10,0
18001,0,0,0,0,0,0,0,12,0,0,7,0
18101,0,0,2,0,0,0,0,3,0,2,24,0
18201,0,0,1,0,0,9,0,4,0,0,5,0
18301,0,0,0,0,0,9,0,0,0,0,29,0
18401,0,3,0,0,0,28,0,2,0,0,28,0
18501,0,2,11,0,1,1,5,3,0,0,29,1
18601,0,0,0,1,0,2,0,10,0,7,49,0
18701,0,0,0,0,0,0,1,6,0,0,26,0
18801,0,28,0,0,0,0,0,1,0,2,11,0
18901,0,0,0,0,17,2,2,16,0,0,11,0
19001,0,0,0,0,0,0,0,1,0,0,8,0
19101,0,3,0,0,0,2,0,4,0,0,11,0
19201,0,0,0,0,0,19,1,0,0,2,10,0
19301,1,1,0,0,0,1,1,0,0,0,40,0
19401,4,0,0,0,0,0,0,0,0,0,1,0
19501,1,2,0,0,1,1,0,6,0,0,18,0
19601,0,3,0,0,0,22,0,5,0,0,0,0
19701,8,2,0,2,0,2,3,21,0,0,0,0
19801,0,1,0,0,0,0,1,18,0,0,42,0
19901,0,1,0,0,1,0,0,183,0,0,353480,0
20001,0,324016,0,0,0,4,0,10,0,0,1,0
20101,0,4,0,0,0,0,0,2,0,0,1,0
20201,0,25,0,0,0,0,2,1,0,0,8,0
20301,0,0,0,0,0,3,0,2,0,0,0,0
20401,0,0,0,0,2,0,2,2,0,0,17,0
20501,0,6,0,0,0,0,0,2,0,0,0,0
20601,0,0,0,0,0,0,0,2,0,0,5,0
20701,0,1,0,0,0,0,0,7,0,0,10,0
20801,0,0,0,0,0,2,6,1,0,0,7,0
20901,0,0,0,0,0,1,0,2,0,0,8,0
21001,0,3,0,0,0,0,0,3,0,0,18,0
21101,0,33,0,0,0,0,0,3,0,0,4,0
21201,1,0,0,0,0,0,0,7,1,0,0,0
21301,2,1,0,0,0,1,2,1,0,4,22,0
21401,0,0,1,0,0,2,1,2,0,0,3,0
21501,0,3,4,3,0,0,0,6,0,0,1,4
21601,4,1,1,4,0,7,0,10,184,2,39,0
21701,0,0,0,0,0,412357,17,174,0,0,18,0
21801,0,0,0,0,0,441763,0,4,0,4,162,0
21901,0,4,0,0,50,21,2,36,0,0,6,0
22001,0,2,0,0,0,4,1,3,0,7,6,0
22101,0,8,0,0,10,7,1,3,1,0,7,0
22201,1,18,0,10,1,0,11,5,4,0,22,0
22301,0,3,0,0,0,2,2,7,0,0,14,1
22401,0,1,0,2,0,0,0,81,0,0,18,0
22501,0,0,0,0,0,3,1,0,0,0,1,0
22601,2,2,0,0,0,4,1,2,0,0,6,0
22701,0,1,382857,0,0,157,0,0,0,0,314,0
22801,0,1,150,0,9,0,594,309,0,1,5,0
22901,0,0,1,0,7,7,1,6,0,2,2,4
23001,2,134038,0,40,0,3,1,1,0,3,12,0
23101,2,0,1,0,0,4,2,1,0,0,11,0
23201,0,1,0,0,2,0,0,4,0,2,7,0
23301,0,0,0,0,0,2,1,4,0,1,179,0
23401,1,0,0,1,0,43,4,7,6,0,3,0
23501,0,5,0,0,1,1,1,175,86,2,64,0
23601,0,0,1,3,2,3,7,12,2,0,1602,2
23701,0,3,0,0,3,10,0,0,0,0,53,0
23801,0,0,0,0,0,2,0,5,2,0,12,0
23901,0,0,0,0,0,0,1,1,0,0,10,0
24001,0,4,0,0,1,3,0,41,0,0,11,0
24101,0,4,0,0,0,2,3,2,0,87919,17,0
24201,0,1,0,0,0,5,0,0,0,0,6,0
24301,10,121,0,0,0,13,0,0,0,2,7,0
24401,0,1,0,0,0,0,0,0,0,0,92,0
24501,0,0,0,0,2,4,0,3,0,0,87982,0
24601,0,0,0,0,0,19,5,1,1,5,8,0
24701,0,0,0,0,0,2,0,7,0,1,2,0
24801,0,1,0,0,0,1,1,2,1,0,8,0
24901,0,1,0,0,0,0,1,11,3,0,19,2
25001,0,1,0,0,0,1,2,10,7,0,70,0
25101,1,0,2,0,0,1,1,4,13,0,2,0
25201,0,6,0,0,0,1,0,29,3,0,5,0
25301,0,0,0,0,0,0,1,33,0,2,6,0
25401,0,19,0,0,0,37,2,22,1,1,28,0
25501,2,7,1,2,0,11,61,902,0,4,112,0
25601,3,0,0,0,0,4,0,213,0,0,211,0
25701,0,5,12,1,8,2,0,66,1,0,50,0
25801,0,1,0,0,0,1,0,19,0,0,27,0
25901,2,0,0,0,0,27,2,22,0,0,59,0
26001,0,0,0,0,11,3,0,17,0,6,44,0
26101,0,0,3,12,0,0,0,151,2,0,128,0
26201,0,0,0,0,0,0,0,10,0,0,9,0
26301,0,0,0,0,0,3,0,0,0,0,14,3
26401,0,0,0,0,0,8,0,0,0,0,60,0
26501,16,0,0,0,0,17,3,2,0,0,26,0
26601,0,1,0,0,0,1,0,2,0,2,30,0
26701,0,0,0,0,1,1,7,12,0,1,4,0
26801,0,2,0,0,0,5,2,37,0,0,121,1
26901,0,6,0,0,0,1,1,1,3,3,78,0
27001,0,0,0,0,0,4,0,2,0,0,5,0
27101,0,0,0,0,0,0,0,8,0,0,17,0
27201,0,2,1,1,0,2,2,1,0,1,23,0
27301,24,3,0,0,0,29,0,9,1,1,102,0
27401,0,2,0,22,0,5,6,6,0,1,13,0
27501,0,2,3,0,0,59,7,7,0,2,23,3
27601,1,0,0,0,0,24,7,9,0,1,31,0
27701,0,1,0,0,0,15,0,14,0,0,18,0
27801,1,1,0,0,0,9,0,7,0,0,29,0
27901,2,0,4,0,0,11,20,20,0,1,48,0
28001,1,1,0,2,0,1,5,89,0,0,155,0
28101,1,3,0,0,3,5,5,5,0,0,2,0
28201,6,36,249,22,117,18,30,46,6,40,7,0
28301,0,86,0,0,0,1,2,12,60,0,21,2
28401,0,3,0,3,0,9,3,2,0,0,7,0
28501,0,1,0,0,0,0,0,17,2,0,1,1
28601,1,5,0,2,0,216,0,4,0,0,61,0
28701,3,1,0,0,0,6,2,14,0,0,52,0
28801,16,454,0,2,1,11,2,13,13,0,42,453
28901,3,3,0,0,2,0,1,34,14,1,204,0
29001,2,2,0,0,0,1,1,9,2,0,36,0
29101,1,0,0,0,0,0,207,0,0,7,12,0
29201,0,0,0,0,0,0,5,4,0,0,29,0
29301,0,0,0,0,0,22,23,1,5,0,65,0
29401,199,1,0,0,2,0,2,956,2,0,11,0
29501,0,19,294591,0,0,1,0,22,0,8,20,0
29601,0,2,0,0,0,0,3,16,0,0,22,0
29701,8,1,0,0,8,2,130,51,2,3,699,0
29801,0,0,0,0,0,0,0,0,0,0,0,0
29901,0,0,0,0,0,0,0,0,0,0,0,0
