position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,1,0,3,0,2,46,2,0,0,13,1
101,0,7,1,0,1,2,16,6,1,1,31,0
201,6,13,1,15,48,92,10,18,0,0,47,6
301,2,11,0,0,0,9,27,3,0,19,22,0
401,2,7,0,0,2,5,6,6,10,2,19,4
501,0,2,0,1,0,3,11,59,0,0,78,0
601,0,27,0,0,38,24,8,20,19,0,62,0
701,0,1,0,0,3,4,5,1,0,0,20,0
801,1,2,0,0,0,16,50,2,0,9,236,0
901,1,102,0,6,2,13,4,2,1,2,17,0
1001,0,5,0,0,1,12,0,9,0,0,28,0
1101,0,6,0,0,1,13,17,1,0,3,23,0
1201,0,8,2,0,0,6,2,6,0,3,22,1
1301,4,2,5,3,2,5,1,1,0,5,133,0
1401,0,0,0,0,38,1,9,3,0,1,50,0
1501,0,3,27,0,2,7,15,23,0,10,17,0
1601,1,12,4,0,0,4,0,1,0,1,36,0
1701,0,3,2,0,0,9,6,94,0,0,49,2
1801,0,2,0,0,31,15,16,1,1,0,16,0
1901,0,4,8,1,30,1,4,3,0,12,49,0
2001,0,1,0,1,0,3,4,6,0,0,20,0
2101,0,11,0,0,0,3,4,20,0,2,115,0
2201,0,16,1,0,0,6,11,5,0,10,3,0
2301,0,1,0,0,0,2,3,5,1,0,15,0
2401,0,15,1,3,1,25,7,12,0,0,45,0
2501,22,5,1,14,0,1,2,10,0,1,21,4
2601,1,6,0,0,0,7,0,6,0,1,30,0
2701,0,9,0,0,0,10,0,17,0,2,93,0
2801,0,5,0,1,0,5,3,6,0,0,7,0
2901,3,8,1,1,4,14,5,2,0,1,21,0
3001,5,3,0,0,1,45,4,10,0,0,47,0
3101,4,2,1,1,5,5,1,28,0,0,30,0
3201,0,5,2,0,1,18,4,11,0,6,29,0
3301,0,1,0,0,1,3,3,7,0,0,16,1
3401,1,5,0,0,1,6,6,174,0,0,65,0
3501,0,4,0,0,0,22,3,2,0,0,22,0
3601,1,4,1,1,0,4,1,12,0,2,43,0
3701,0,9,0,0,2,4,1,5,0,1,136,0
3801,0,7,0,0,0,0,10,7,0,3,30,0
3901,0,8,3,78,0,1,2,5,0,4,25,0
4001,0,5,1,1,4,17,1,0,0,0,27,0
4101,0,7,0,1,60,33,2,39,0,1,7,0
4201,0,6,3,0,0,3,3,14,1,0,40,0
4301,0,1,1,0,0,21,0,6,0,1,22,0
4401,0,4,0,0,0,3,3,3,1,0,17,1
4501,2,3,2,9,0,6,1,15,0,1,40,0
4601,0,35,1,0,0,5,1,0,0,1,14,1
4701,0,2,0,1,1,2,1,1,0,0,55,0
4801,0,0,0,0,0,2,11,0,0,0,32,0
4901,2,2,1,0,0,2,5,2,0,28,24,0
5001,1,4,3,1,0,67,6,6,0,2,15,1
5101,1,0,0,0,4,19,3,73,0,0,18,0
5201,1,2,2,3,0,1,2,4,1,0,7,0
5301,2,3,9,4,3,5,1,7,0,7,39,0
5401,1,5,0,0,0,2,0,1,6,0,32,0
5501,1,11,0,0,56,3,3,62,0,2,49,0
5601,0,4,0,0,0,10,2,0,0,0,22,0
5701,0,0,0,0,0,3,0,1,0,0,20,0
5801,0,3,3,0,0,2,2,1,0,7,49,0
5901,5,18,6,1,2,10,18,5,5,4,12,0
6001,0,7,12,0,1,3,3,1,0,7,21,0
6101,0,2,3,1,0,1,0,1,0,0,12,0
6201,0,14,1,18,0,2,0,0,0,1,5,0
6301,1,6,2,2,0,5,10,5,1,1,84,0
6401,0,1,0,0,30,53,3,3,1,0,22,0
6501,3,2,0,0,0,28,4,22,0,1,44,0
6601,0,23,0,0,1,6,7,0,0,0,51,0
6701,0,24,0,0,0,2,2,1,0,0,23,0
6801,0,5,0,0,2,3,3,8,8,0,31,0
6901,0,1,0,0,1,17,1,5,0,1,42,0
7001,0,1,7,0,0,2,1,0,0,1,32,0
7101,0,1,0,1,0,203,1,2,0,0,38,0
7201,0,1,0,0,1,0,4,6,0,2,21,3
7301,2,1,0,0,27,5,1,59,0,3,28,0
7401,1,0,0,0,2,0,1,0,0,0,13,0
7501,0,2,2,0,0,1,0,0,0,0,22,0
7601,0,3,0,0,1,6,4,13,0,0,6,0
7701,0,40,0,0,0,8,24,13,0,1,30,0
7801,0,3,0,0,0,10,3,3,0,2,22,0
7901,0,21,0,0,0,3,7,0,0,0,90,0
8001,2,8,0,0,0,2,1,30,0,2,32,0
8101,0,5,2,2,2,8,0,16,0,0,11,0
8201,0,1,1,2,1,5,0,0,0,0,20,0
8301,1,8,1,1,0,3,10,2,1,2,16,1
8401,0,4,0,0,0,14,1,0,0,0,5,0
8501,0,5,0,0,0,7,14,0,0,0,72,0
8601,10,5,0,2,0,15,1,4,0,0,128,0
8701,0,4,1,1,22,5,1,1,0,0,31,0
8801,1,9,0,0,2,3,4,46,0,1,13,0
8901,0,2,0,0,2,85,1,14,0,3,45,0
9001,0,0,1,0,8,1,1,14,0,5,41,0
9101,7,7,0,1,0,7,2,35,0,3,26,0
9201,0,8,0,0,1,2,4,11,0,10,32,0
9301,0,6,0,1,0,28,5,1,0,1,7,0
9401,0,5,0,3,0,1,24,13,0,1,84,0
9501,0,2,0,0,0,14,1,1,0,0,46,0
9601,0,0,0,1,1,3,2,61,0,1,19,0
9701,0,2,0,2,1,9,0,0,1,1,10,0
9801,0,0,29,0,0,31,3,1,0,1,28,0
9901,0,0,1,0,0,7,0,0,0,0,36,0
10001,1,0,1,0,0,29,14,1,0,0,28,0
10101,0,4,0,0,1,33,0,0,0,3,35,0
10201,0,2,0,0,0,2,2,2,0,0,30,0
10301,0,18,0,0,0,0,4,1,0,0,12,0
10401,0,4,2,0,2,3,1,0,0,3,34,0
10501,0,16,1,0,1,2,1,1,0,1,25,0
10601,6,28,28,3,2,9,3,10,2,14,18,19
10701,0,2,0,0,0,3,2,2,3,0,28,0
10801,0,3,1,0,0,1,4,15,0,5,10,0
10901,0,6,0,0,2,1,10,1,0,1,7,0
11001,2,9,76,1,0,6,0,1,0,4,16,0
11101,0,5,0,10,0,1,0,1,3,3,55,0
11201,0,198,0,14,20,2,55,4,1,0,12,0
11301,0,29,0,1,0,1,19,7,0,0,89,0
11401,1,59,0,0,0,2,0,1,0,0,157,0
11501,10,15,0,1,2,19,6,17,0,1,138,0
11601,0,0,0,1,2,7,3,12,0,2,28,0
11701,0,9,0,1,0,6,3,0,0,0,56,0
11801,0,55,0,0,0,3,2,2,0,3,40,0
11901,0,31,0,0,0,16,4,0,0,3,29,0
12001,0,5,0,0,0,6,0,11,0,2,41,0
12101,1,3,0,0,0,9,11,7,0,0,16,2
12201,0,1,0,0,0,2,3,62,0,0,1,0
12301,0,6,0,0,0,0,2,1,0,0,18,0
12401,0,7,4,0,0,2,4,0,0,15,25,0
12501,1,3,7,0,0,3,0,4,0,0,11,0
12601,0,1,0,0,0,2,4,2,0,0,6,0
12701,0,9,0,1,0,15,6,6,0,1,52,0
12801,0,5,0,0,2,9,1,2,0,0,40,0
12901,0,6,0,0,0,2,0,0,0,1,16,0
13001,0,2,0,0,0,4,1,4,0,0,85,0
13101,0,7,0,0,0,5,5,1,0,0,13,0
13201,0,2,1,0,0,31,0,4,0,0,30,0
13301,0,3,0,0,0,1,0,11,1,0,18,0
13401,0,9,0,1,2,3,2,2,0,2,12,0
13501,0,7,0,0,0,6,1,2,0,0,13,0
13601,0,1,1,0,1,2,1,6,1,0,32,1
13701,0,5,0,0,0,1,4,3,0,0,39,0
13801,0,6,0,0,0,3,2,11,1,1,4,0
13901,2,12,1,0,238,2,0,2,0,1,15,0
14001,0,2,0,1,3,0,1,125,1,1,3,0
14101,0,5,0,1,0,6,7,1,0,1,19,0
14201,0,5,0,0,0,7,6,5,0,0,22,0
14301,0,4,0,0,0,11,0,37,0,0,34,0
14401,0,2,0,0,2,38,0,3,1,0,10,0
14501,0,10,0,2,1,4,1,3,0,0,162,0
14601,0,2,0,0,0,6,1,0,0,0,27,0
14701,0,2,1,0,0,7,1,2,0,0,8,0
14801,0,3,0,0,0,10,2,8,0,1,22,1
14901,1,15,0,0,1,2,1,1,0,0,55,0
15001,0,2,0,0,0,7,2,4,1,2,19,0
15101,0,1,7,3,0,1,1,2,0,0,7,0
15201,16,0,0,0,1,13,0,24,1,1,31,0
15301,0,0,0,0,0,16,1,11,0,0,9,0
15401,20,41,0,0,0,0,7,2,1,0,2,0
15501,0,5,0,0,0,4,5,4,0,3,24,0
15601,0,4,0,0,0,10,8,5,0,1,91,0
15701,1,2,0,1,2,8,0,3,1,0,25,0
15801,0,5,0,0,1,7,0,0,0,0,6,0
15901,0,0,0,0,0,5,2,12,0,2,22,0
16001,0,22,0,0,0,12,1,3,0,1,7,0
16101,2,2,0,0,0,5,0,4,0,0,20,0
16201,0,0,0,0,2,4,6,1,0,0,23,0
16301,2,2,1,1,1,15,5,0,0,0,39,0
16401,0,15,0,0,0,31,2,0,0,0,9,0
16501,0,2,0,1,0,6,2,1,0,0,21,0
16601,0,4,4,0,0,1,4,5,0,1,53,1
16701,0,5,1,0,0,7,0,7,0,0,43,0
16801,2,3,1,0,0,0,9,0,0,0,13,0
16901,0,3,0,1,1,4,8,11,0,0,17,0
17001,11,9,0,0,0,31,10,21,0,0,2,0
17101,0,2,0,22,1,3,2,3,0,1,27,0
17201,0,13,0,1,0,2,1,16,4,0,6,0
17301,0,0,25,1,2,10,0,12,0,0,12,0
17401,3,2,0,1,0,12,6,2,0,2,12,0
17501,0,0,1,0,0,1,1,1,0,0,29,0
17601,0,11,0,0,0,6,3,1,0,0,12,0
17701,0,0,0,0,0,3,2,7,0,0,24,0
17801,0,11,0,0,7,4,3,9,0,2,13,0
17901,0,1,0,0,0,2,0,16,0,0,121,0
18001,0,4,1,1,5,16,2,15,0,0,14,0
18101,1,13,0,0,0,4,54,135,0,1,23,0
18201,1,1,0,0,1,7,11,85,0,2,8,0
18301,0,2,0,0,1,8,6,5,0,7,12,0
18401,1,9,1,0,1,7,4,3,1,1,63,0
18501,0,7,0,1,0,3,4,16,15,4,40,29
18601,1,3,11,0,3,3,5,6,0,2,9,0
18701,0,3,0,0,0,6,1,6,0,1,18,0
