position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,7,0,2,0,4,10,7,0,2,19,0
101,3,10,1,0,10,8,18,91,2,2,60,0
201,18,47,1,30,68,123,48,33,1,7,244,26
301,1,46,2,60,5,9,31,70,1,9,108,0
401,0,8,1,2,3,9,8,12,14,0,13,9
501,3,6,5,3,5,8,27,64,1,2,70,1
601,3,8,4,9,5,4,19,34,3,4,57,3
701,0,8,4,0,1,7,16,7,1,4,29,0
801,0,4,5,4,0,10,8,4,0,0,125,0
901,0,28,0,2,0,39,19,1,0,1,43,0
1001,3,5,3,1,18,11,9,5,0,6,32,0
1101,0,4,0,1,1,27,10,7,0,2,173,0
1201,2,21,2,0,0,81,4,14,0,2,40,0
1301,4,3,25,0,2,4,36,30,0,3,53,0
1401,0,2,1,2,1,4,8,8,0,1,66,0
1501,2,367,18,0,0,12,20,4,0,2,72,0
1601,3,3,1,2,0,6,5,1,0,3,72,0
1701,0,10,1,0,1,7,57,172,1,5,28,0
1801,0,13,1,1,23,25,28,10,0,3,66,1
1901,2,8,10,0,1,8,11,7,0,21,114,0
2001,0,18,2,0,2,12,12,10,0,2,59,0
2101,0,10,2,1,0,13,12,14,0,1,37,0
2201,0,3,6,0,2,19,413,10,0,0,21,0
2301,1,8,0,3,2,24,11,17,0,1,262,0
2401,3,8,1,2,0,24,3,13,0,6,156,1
2501,0,38,0,0,0,3,9,222,0,4,124,7
2601,0,16,0,1,0,6,6,6,0,0,36,0
2701,1,40,0,0,0,38,6,9,0,0,30,0
2801,0,13,1,1,0,5,195,3,1,28,11,0
2901,0,42,4,0,7,51,12,24,0,3,74,0
3001,11,43,3,2,1,47,10,35,0,0,38,0
3101,0,10,6,0,0,18,5,58,0,2,45,1
3201,2,24,9,0,2,32,7,190,0,5,24,0
3301,2,8,3,0,0,5,24,47,0,5,16,0
3401,0,23,2,0,1,19,8,46,0,2,34,0
3501,0,22,0,2,1,10,38,0,0,4,28,0
3601,1,7,1,1,2,5,3,29,0,23,41,1
3701,2,5,0,1,0,6,11,11,0,18,121,3
3801,0,8,0,0,0,10,7,19,0,18,72,0
3901,0,10,1,0,2,2,269,4,0,2,23,0
4001,0,13,0,0,0,18,0,0,0,0,98,0
4101,0,12,0,1,36,10,11,71,0,0,19,0
4201,8,1,0,1,0,4,145,17,3,3,49,2
4301,0,6,4,0,0,22,3,8,2,0,61,0
4401,1,15,0,0,0,2,6,0,0,2,24,0
4501,0,39,0,8,0,19,7,14,2,1,277,0
4601,0,27,0,0,1,10,3,0,0,3,10,0
4701,0,3,1,2,2,6,33,3,0,6,54,1
4801,6,16,2,0,0,3,9,0,0,44,140,0
4901,1,3,1,0,2,13,1,23,0,0,35,0
