position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,3,5,0,6,0,26,20,60,0,2,154,0
101,3,48,3,2,0,34,38,42,5,4,208,8
201,44,24,2,53,152,247,63,122,11,13,358,65
301,1,16,1,12,0,59,101,80,12,28,454,1
401,5,19,1,0,2,44,66,81,28,90,93,8
501,0,21,7,14,7,21,88,70,1,16,160,0
601,6,20,9,11,11,35,66,45,4,5,152,4
701,0,11,5,2,3,81,24,8,0,13,82,0
801,1,16,1,2,2,49,20,2,0,23,253,0
901,0,35,5,5,1,30,61,6,1,10,88,1
1001,1,23,5,0,0,18,23,18,0,3,89,0
1101,0,15,12,1,1,42,29,25,0,8,128,0
1201,26,63,5,0,1,63,25,17,1,8,92,0
1301,3,13,5,34,4,28,11,4,0,9,288,0
1401,1,9,4,4,7,19,25,23,4,6,216,0
1501,1,16,52,16,3,97,39,45,2,9,374,1
1601,1,27,4,2,2,38,13,6,0,4,105,0
1701,0,14,6,2,2,32,14,267,2,2,76,0
1801,4,57,0,4,36,28,131,16,0,1,73,3
1901,0,39,2,2,35,77,53,12,0,11,147,0
2001,3,22,1,2,5,24,66,28,1,1,426,0
2101,0,15,4,5,1,29,188,15,0,6,128,0
2201,1,24,6,2,5,36,24,38,1,2,44,0
2301,1,13,0,0,1,14,13,19,0,2,66,0
2401,0,38,10,1,0,106,27,13,3,9,189,0
2501,0,25,0,3,0,12,53,8,0,0,98,1
2601,1,18,1,1,1,27,15,112,3,0,123,0
2701,1,133,3,0,1,66,8,27,0,4,214,25
2801,0,132,4,0,1,34,33,29,8,2,92,0
2901,0,49,8,3,5,52,19,5,0,0,205,0
3001,4,83,3,0,3,64,34,22,1,5,69,0
3101,3,13,7,2,1,23,13,8,1,9,169,0
3201,2,30,5,1,2,34,15,77,1,15,81,0
3301,0,31,11,0,3,13,7,10,0,2,74,0
3401,5,30,27,3,0,4,34,37,0,1,70,0
3501,2,30,4,6,0,21,21,4,0,5,44,0
3601,1,57,2,6,2,35,22,50,1,22,218,0
3701,0,22,0,7,2,20,84,25,0,5,142,5
3801,3,38,5,2,8,19,30,48,0,11,74,0
3901,1,34,4,9,1,5,17,30,0,5,64,1
4001,0,36,3,1,5,78,10,3,0,12,112,0
4101,0,26,0,4,73,22,23,71,1,0,44,0
4201,3,27,0,4,0,14,45,147,1,5,77,0
4301,9,23,4,1,3,59,3,12,2,6,58,0
4401,1,116,0,0,0,13,33,14,1,3,96,0
4501,14,28,4,30,3,33,8,20,1,5,83,0
4601,0,7,0,1,6,38,49,5,0,1,55,0
4701,0,10,3,1,3,22,3,23,0,6,102,2
4801,1,28,5,0,2,28,2,3,0,9,180,0
4901,1,17,1,0,3,8,5,20,3,1,165,0
5001,6,35,5,0,3,55,24,24,0,1,179,0
5101,2,9,0,2,3,21,14,22,0,18,267,1
5201,1,37,8,13,0,25,12,15,1,1,223,0
5301,0,14,16,5,32,27,9,13,0,2,100,0
5401,0,16,3,0,0,15,17,8,0,3,76,0
5501,4,47,19,0,3,21,13,59,1,4,94,1
5601,2,24,2,1,0,9,19,2,0,5,154,0
5701,0,8,0,3,0,16,8,2,0,1,84,0
5801,2,16,2,8,4,87,8,23,4,3,304,0
5901,2,17,0,0,1,166,83,18,0,2,100,0
6001,1,46,3,5,2,28,27,3,4,5836,126,0
6101,0,21,0,2,7,13,18,6,1,6,85,0
6201,0,15,0,1,1,32,10,3,1,6,129,0
6301,0,25,31,6,10,71,40,22,1,7,134,1
6401,7,22,0,5,1,100,27,28,1,2,382,0
6501,3,50,3,6,0,28,700,13,0,3,2728,2
6601,0,52,8,1,4,33,7,14,2,4,152,0
6701,0,20,1,0,0,20,11,2,0,2,124,0
6801,1,15,1,2,1,27,74,29,1,9,99,1
6901,4,17,0,0,0,32,6,3,1,1,153,0
7001,0,27,1,1,38,22,10,74,0,2,62,0
7101,2,7,1,1,5,180,5,3,2,11,929,0
7201,1,6,0,2,4,70,10,9,1,4,69,1
7301,1,6,6,1,11,28,10,231,0,7,67,0
7401,2,13,0,2,0,24,4,1,0,0,63,0
7501,3,7,2,0,0,79,5,8,0,0,79,1
7601,3,6,0,0,2,18,13,17,0,0,31,0
7701,1,11,1,0,6,30,10,80,0,16,261,0
7801,2,19,13,4,4,60,16,5,2,7,115,0
7901,1,34,2,0,5,32,15,45,1,17,76,0
8001,7,36,2,3,0,14,34,16,0,3,68,0
8101,1,22,1,1,2,18,13,45,7,4,381,0
8201,1,9,4,8,1,11,9,3,0,1,369,0
8301,0,50,2,8,1,10,41,34,1,7,95,8
