position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,12,1,6,1,8,28,36,0,0,122,0
101,4,12,1,354,5,7,2190,47,14,2,1229,5
201,8,7,1,3,25,72,60,5525,1,7,879,1
301,0,22,0,0,5,71,32,45,2,1,895,1
401,1,36,0,10,26,53,34,5,0,1,195,0
501,2,12,0,45,8,66,45,65,1,8,92,0
601,5,23,0,0,29422,40,44,107,0,15,256,0
701,0,280,1,0,0,1238,27,276,1,6,174,0
801,0,15,6,0,0,9,38,4,0,6,2051,1
901,0,46,1,5,5,129,93,24,9,56,876,0
1001,4,51,2,55,1,41,10,11,0,5,723,1
1101,1,21,6,0,0,34,38,14,0,3,222,0
1201,3,144,13,0,154,61,48,569,0,17,391,1
1301,2,29,2,2,1,8,438,129,2,27,712,0
1401,1,4,5,3,1,96,16,33,1,3,335,0
1501,0,51,1,1,1,35,46,341,0,2,226,0
1601,14574,30,2,0,0,29,9,436,0,2,604,0
1701,3,18,1,1,5,50,92,7,0,1,165,0
1801,33,299,5,7,1,43,363,4,0,1,1374,0
1901,1,59,0,2,225,24,37,6,0,16,1098,0
2001,0,27,140,5,4,58,18,138,0,7,461,0
2101,1,38,5,7,261,20,17,27,0,37,100376,0
2201,5,49,2,0,0,42,220,13,0,5,336,1
2301,1,44,0,24,1,148,16,8,0,8,73,268
2401,5,118,2,0,0,100,12,25,0,1,602477,4
2501,17,207,15,0,1,17,507,5,0,25,293,0
2601,1,29,2,2,0,29,2,15,0,1,713,0
2701,1,39,3,0,0,547,19,51,2,3,84,0
2801,0,297,0,0,30,37,311,14,0,1,1937,0
2901,1,19,0,2,155,587,74,2,0,0,8891,0
3001,2,507,3,0,3,147,16,33,0,0,252,0
3101,1,284,8,2,0,64,100,17,2,64,595,0
3201,18,215,11,0,3,51,179,1196,0,2,970,0
3301,7,120,2,0,2,9,26,25,0,1,289,0
3401,9,126,1,4,0,7,25,88,0,5,946,1
3501,4,66,4,6,1,38,16,4,0,23,88,0
3601,1,18,1,0,1,337,12,28,0,1,550,0
