position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,5,0,0,3,1,9,4,2,0,9,0
101,2,8,1,2,2,2,37,33,0,2,52,0
201,8,5,7,12,55,136,14,26,1,4,204,20
301,0,15,5,25,0,4,839,7,3,11,27,2
401,1,4,12,1,0,10,19,5,9,223,22,7
501,1,2,2,0,3,10,85,62,1,0,143,0
601,8,13,8,16,10,17,24,21,9,1,35,8
701,1,5,0,0,1,3,5,6,0,0,24,0
801,1,4,1,0,1,8,68,2,0,6,141,0
901,2,6,2,1,0,13,5,36,0,2,15,1
1001,1,13,0,0,1,12,14,6,0,1,29,0
1101,0,5,2,1,0,17,9,3,0,12,84,0
1201,0,17,2,0,0,41,4,1,0,2,28,0
1301,0,9,6,0,0,2,16,9,0,3,47,0
1401,0,1,2,2,0,8,25,4,0,3,57,0
1501,0,184,10,0,1,20,20,6,0,5,36,0
1601,0,2,4,21,2,6,4,3,0,1,73,0
1701,0,9,0,1,1,6,35,11,1,2,49,0
1801,0,17,1,0,8,8,21,3,0,0,18,5
1901,0,4,6,0,1,4,2,6,1,22,51,0
2001,0,12,1,0,1,5,6,6,5,0,36,0
2101,0,3,2,0,0,4,4,13,0,0,27,0
2201,0,5,3,1,1,7,147,23,1,0,3,1
2301,0,8,2,0,1,1,8,23,0,0,26,0
2401,0,27,1,1,0,10,7,2,0,4,169,0
2501,2,6,0,0,0,5,5,26,0,0,21,1
2601,1,7,0,2,0,23,5,7,0,3,31,0
2701,0,12,0,0,0,11,3,11,1,1,171,0
2801,0,8,1,0,0,7,15,3,0,7,19,0
2901,0,55,1,0,1,11,10,14,0,1,59,0
3001,1,11,1,1,0,29,8,12,0,0,19,0
3101,0,8,2,0,1,5,11,9,0,3,41,0
3201,2,1,0,2,1,15,14,78,0,3,16,0
3301,0,4,0,2,1,3,14,42,0,0,19,0
3401,2,5,2,0,0,27,11,352,0,1,16,0
3501,0,2,1,0,0,11,13,2,0,1,16,0
3601,0,7,0,2,1,3,7,21,0,6,27,0
3701,0,5,0,0,1,1,26,4,0,10,262,0
3801,1,2,10,0,1,4,9,8,0,2,41,0
3901,0,18,0,0,0,14,1,8,0,2,9,0
4001,0,3,0,0,0,49,0,1,0,2,57,0
4101,0,13,0,2,18,8,2,66,0,0,17,0
4201,0,2,0,0,0,3,3,20,0,0,20,0
4301,0,7,0,0,0,13,7,36,0,0,33,0
4401,1,4,1,0,1,7,170,5,0,0,14,0
4501,0,18,1,6,0,2,5,16,0,3,64,0
4601,0,5,1,0,0,6,4,0,0,0,11,0
4701,0,24,1,2,2,6,5,0,0,3,87,4
4801,0,4,0,1,0,7,0,0,0,30,64,0
4901,0,1,0,0,0,13,3,14,0,0,18,0
5001,2,5,2,1,1,7,4,12,0,1,49,0
5101,0,1,3,0,2,21,8,3,0,2,49,0
5201,0,8,1,4,1,29,2,4,0,2,21,0
5301,0,3,2,6,23,1,6,4,0,13,21,0
5401,0,5,1,0,0,21,5,2,0,0,63,0
5501,0,6,1,0,24,22,1,35,0,1,99,0
5601,0,1,0,0,0,4,8,6,0,0,20,0
5701,0,1,0,2,0,6,6,0,0,1,29,0
5801,0,1,55,0,5,4,0,2,0,1,50,0
5901,8,25,5,4,2,610,7,6,2,6,39,1
6001,0,8,7,2,1,62,3,1,0,13,56,0
6101,0,14,1,0,0,2,2,1,0,1,23,0
6201,0,4,0,0,1,6,1,0,0,0,17,0
6301,0,7,0,1,1,4,6,7,0,5,50,1
6401,4,2,1,7,0,32,6,9,0,0,34,2
6501,1,6,11,0,98,30,2,5,0,7,31,1
6601,0,15,0,1,0,10,4,1,0,2,38,0
6701,0,7,1,0,0,9,2,0,0,0,32,0
6801,0,6,2,1,1,51,2,50,0,5,40,2
6901,0,9,0,1,1,7,0,3,0,2,54,0
7001,0,2,0,7,5,5,2,7,1,2,30,0
7101,0,1,0,0,0,88,1,1,0,1,68,0
7201,1,5,0,0,4,7,3,1,0,2,33,2
7301,0,1,1,0,17,3,4,87,0,2,35,0
7401,1,5,0,0,0,0,2,0,0,0,12,0
7501,0,3,2,0,0,3,0,2,0,0,48,0
7601,0,4,1,0,2,17,14,3,0,0,5,0
7701,0,38,0,0,0,8,7,16,0,1,37,0
7801,0,19,0,0,2,2,0,8,0,0,20,0
7901,0,53,0,0,1,5,6,3,0,4,41,0
8001,1,20,0,0,0,7,3,3,0,16,71,0
8101,0,8,10,3,0,66,7,13,0,2,45,0
8201,1,1,1,0,0,7,10,2,0,3,34,0
8301,2,8,1,0,1,10,21,8,3,4,61,1
8401,0,4,0,0,0,1,1,1,0,0,7,0
8501,0,5,1,0,1,0,4,1,0,1,17,0
8601,0,7,1,14,0,5,1,9,4,1,47,0
8701,1,4,1,1,1,6,2,3,0,0,17,2
8801,0,17,0,2,1,4,16,2,0,0,24,0
8901,0,0,0,0,0,25,7,4,0,0,61,0
9001,0,2,1,1,72,12,2,20,0,1,15,0
9101,1,2,0,1,0,4,2,114,0,1,37,0
9201,0,16,0,8,0,7,3,1,1,0,206,0
9301,0,7,0,1,1,31,2,1,0,0,96,0
9401,0,5,1,0,0,9,28,11,0,1,38,0
9501,1,1,0,0,4,18,2,1,0,0,82,1
9601,0,3,0,0,0,12,0,6,0,2,31,0
9701,0,1,0,0,0,0,4,0,0,0,7,1
9801,4,3,0,0,0,31,3,116,0,0,48,0
9901,0,0,0,0,0,14,1,2,0,0,112,0
10001,0,1,1,0,0,46,3,3,0,0,29,0
10101,1,13,3,0,1,26,0,5,0,1,76,0
10201,0,2,0,1,0,13,4,1,0,0,25,0
10301,0,146,1,0,1,6,2,10,0,1,40,0
10401,0,9,4,0,0,5,4,0,0,2,20,0
10501,0,1,2,1,0,10,0,2,0,0,14,0
10601,9,7,9,3,3,2,13,8,6,13,38,3
10701,0,1,0,0,0,4,4,0,0,2,181,0
10801,0,4,3,25,0,20,1,17,0,1,26,0
10901,1,7,1,1,1,4,2,57,0,0,10,0
11001,0,6,63,1,0,6,1,34,0,1,30,0
11101,0,5,0,7,0,4,1,825,3,6,49,0
11201,0,25,0,19,26,9,49,14,0,0,11,0
11301,0,8,0,0,0,3,11,11,0,0,15,0
11401,15,3,0,0,0,23,3,1,0,0,26,0
11501,2,36,0,1,5,59,5,4,0,0,46,0
11601,1,1,0,1,2,42,1,44,0,0,24,0
11701,0,6,0,0,2,4,6,0,0,4,67,0
11801,0,92,2,0,0,14,1,7,0,0,55,0
11901,0,44,0,0,0,2,0,1,0,0,25,0
12001,0,1,0,0,0,10,5,8,0,0,47,0
12101,0,5,0,0,1,23,11,10,0,0,19,0
12201,0,2,0,0,0,1,1,1,0,0,10,0
12301,0,13,1,0,0,1,6,0,0,1,7,0
12401,0,18,0,0,1,6,1,0,0,38,52,0
12501,0,8,2,0,0,2,1,2,0,0,9,0
12601,0,3,0,0,0,6,3,0,0,0,8,0
12701,0,6,1,0,1,3,6,4,0,0,146,1
12801,0,5,0,0,1,15,4,3,1,1,34,0
12901,0,4,0,0,0,7,5,3,0,0,25,0
13001,1,4,0,4,0,10,3,1,0,0,45,0
13101,2,19,1,0,0,11,0,2,0,0,21,0
13201,5,7,2,0,1,11,6,5,0,2,87,0
13301,1,6,4,2,2,8,0,45,1,2,26,0
13401,1,12,0,4,2,8,6,0,3,5,14,1
13501,0,4,1,0,0,8,3,2,0,1,46,0
13601,0,3,0,0,1,2,2,7,0,0,36,0
13701,1,48,0,1,1,3,7,2,0,0,3,0
13801,1,0,2,0,0,6,1,6,0,0,13,0
13901,1,5,0,0,5,8,5,4,0,2,34,3
14001,0,5,0,1,15,6,4,146,0,0,2,0
14101,1,0,0,0,0,14,6,0,0,4,35,0
14201,0,3,2,0,1,5,5,2,0,0,80,0
14301,0,11,1,0,0,9,7,93,0,2,57,0
14401,0,2,0,1,0,87,0,4,0,1,13,0
14501,1,4,1,1,0,17,4,1,0,1,45,0
14601,0,0,0,0,0,4,1,0,0,2,42,0
14701,0,1,1,3,0,3,1,3,0,0,16,0
14801,0,1,2,0,0,27,1,4,4,0,42,0
14901,4,1,0,0,0,4,1,1,1,0,13,0
15001,5,1,0,0,0,5,0,3,0,0,56,0
15101,0,3,3,1,0,2,2,1,0,0,3,0
15201,0,3,0,0,2,5,3,5,0,1,55,0
15301,0,2,1,0,0,1,2,6,1,0,13,0
15401,0,41,1,0,1,0,7,3,0,1,10,0
15501,0,1,0,0,1,18,5,9,0,2,17,0
15601,0,10,0,0,0,21,2,5,0,0,180,0
15701,1,1,1,1,0,12,2,2,0,0,27,0
15801,2,178,3,0,0,8,2,1,1,1,18,0
15901,1,2,1,0,0,11,5,3,1,1,26,0
16001,0,5,1,0,0,17,1,4,0,1,5,0
16101,3,0,0,0,0,4,1,3,0,0,17,0
16201,0,4,0,1,0,4,1,9,0,0,37,0
16301,1,2,1,0,2,30,12,3,1,0,85,1
16401,2,10,3,0,0,29,0,1,0,0,17,0
16501,1,14,1,0,0,3,0,2,0,1,17,0
16601,0,7,3,0,0,5,4,2,0,6,121,0
16701,1,2,0,1,0,1,7,14,1,0,24,3
16801,0,8,0,1,0,7,2,13,0,1,15,0
16901,0,5,0,0,0,10,5,14,0,0,10,0
17001,29,7,0,2,3,9,1,2,0,0,8,0
17101,0,1,0,2,1,6,0,4,1,4,18,0
17201,1,17,0,0,2,6,2,7,0,0,13,0
17301,0,2,0,0,0,5,2,13,0,0,59,0
17401,0,17,1,0,0,9,8,2,0,0,15,0
17501,0,2,0,3,0,4,3,23,0,1,26,0
17601,0,10,0,0,0,6,1,13,0,1,14,0
17701,1,1,2,1,0,3,5,30,0,0,40,1
17801,0,12,3,0,2,25,41,4,0,1,18,0
17901,1,3,1,0,0,14,2,28,0,1,56,0
18001,0,3,2,0,1,8,6,23,0,0,97,0
18101,0,15,4,0,0,3,44,7,0,2,21,0
18201,0,3,1,0,4,2,0,126,0,1,30,0
18301,0,3,0,0,0,75,26,4,0,0,26,0
18401,0,19,0,1,2,18,3,6,0,2,12,0
18501,0,51,8,0,2,1,20,20,18,6,35,44
18601,4,5,0,0,4,5,1,2,0,1,51,0
18701,1,1,0,0,0,11,2,3,0,1,23,1
18801,0,5,0,0,2,0,2,9,0,2,13,0
18901,0,4,0,1,0,5,1,18,0,0,9,0
19001,1,48,4,0,0,4,0,19,1,0,33,0
19101,0,8,0,0,0,0,1,121,0,1,65,0
19201,1,3,0,0,1,35,1,4,0,1,53,0
19301,12,4,0,0,0,1,4,4,1,0,17,1
19401,0,3,0,1,0,19,1,3,0,1,1,0
19501,0,2,0,0,0,11,0,118,0,2,220,0
19601,1,3,0,0,0,2,7,6,0,0,10,0
19701,0,4,0,1,1,71,6,11,1,2,19,0
19801,1,5,1,0,0,9,6,43,2,0,90,0
19901,0,2,0,1,0,11,3,121,2,2,19,0
20001,3,5,0,1,0,18,14,1,0,0,35,0
20101,1,4,0,0,2,7,2,8,0,4,35,0
20201,0,3,3,0,1,2,12,21,0,2,7,0
20301,0,6,0,0,1,3,14,0,0,0,10,0
20401,0,9,1,1,1,28,0,58,0,2,65,0
20501,0,2,0,0,0,8,2,11,0,0,4,0
20601,1,2,0,0,1,0,5,24,0,0,17,0
20701,0,17,0,0,0,8,2,3,0,3,46,0
20801,0,1,0,1,4,58,1,0,0,0,27,0
20901,0,2,0,0,1,2,14,5,0,0,14,0
21001,2,0,0,1,3,6,1,5,2,0,37,1
21101,0,19,0,3,1,2,2,6,0,0,16,0
21201,1,0,0,1,5,5,4,19,2,8,4,0
21301,0,9,0,0,0,6,10,6,0,11,52,0
21401,1,3,0,0,0,3,4,540,12,1,10,0
21501,0,5,0,1,2,7,1,22,4,1,10,1
21601,11,6,7,5,0,15,0,93,48,3,63,107
21701,2,3,6,0,8,29,11,30,3,72,219,2
21801,2,7,5,1,1,6,3,5,0,2,3289,7
21901,2,2,0,0,1,8,0,13,0,0,43,2
22001,25,23,1,1,0,10,12,19,1,12,27,0
22101,2,30,2,4,4,52,11,58,3,1,10,2
22201,0,5,1,0,2,5,4,52,3,1,193,0
22301,0,16,0,0,3,8,11,25,0,1,50,0
22401,17,4,2,25,13,6,4,6,3,0,99,0
22501,7,35,8,3,5,40,28,2,24,7,62,9
22601,1,16,4,0,1,66,23,6,0,0,46,1
22701,0,28,1,3,0,35,4,123,0,192,24,0
22801,6,108,6,2,208,10,34,256,8,1,7,0
22901,3,36,257,2,85,9,35,251,1,10,15,1
23001,10,30,11,18,12,61,44,6,6,33,76,3
