position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,0,0,1,1,0,0,1,0,0,6,0
101,0,0,0,0,0,0,0,4,0,0,5,0
201,2,1,0,2,18,46,2,3,1,0,3,5
301,0,0,1,1,0,0,2,2,0,4,7,1
401,0,5,0,0,0,0,1,1,4,4,6,0
501,1,1,2,0,1,2,4,3,0,1,22,0
601,3,11,0,3,4,7,7,4,0,0,11,0
701,0,2,0,0,0,0,0,1,0,1,6,0
801,0,2,1,0,0,4,0,2,0,0,10,0
901,0,1,0,5,0,0,4,0,0,1,6,0
1001,2,2,0,0,0,1,1,2,0,0,5,0
1101,0,0,0,0,0,5,26,2,0,1,5,0
1201,0,0,0,1,1,14,1,0,1,4,1,0
1301,0,0,0,0,0,0,4,0,0,0,20,1
1401,0,0,0,0,0,0,0,0,0,0,8,0
1501,0,3,0,0,0,1,1,0,0,4,8,0
1601,0,0,1,0,0,1,1,0,0,0,2,0
1701,0,0,0,1,2,1,2,1,0,1,3,0
1801,0,5,3,0,0,3,11,4,0,0,4,0
1901,0,1,0,0,0,1,3,0,0,2,1,0
2001,0,2,0,0,0,4,2,2,0,0,5,0
2101,0,56,0,0,0,0,0,3,1,1,7,0
2201,0,8,0,0,1,2,3,1,0,0,2,3
2301,0,0,0,0,0,0,3,7,0,0,4,0
2401,0,2,0,0,0,3,8,1,0,1,10,0
2501,0,1,0,0,0,3,1,1,0,0,4,0
2601,0,2,0,0,0,1,0,2,0,0,301,0
2701,0,1,0,0,0,9,1,1,0,0,4,0
2801,0,5,0,0,1,0,4,0,0,2,3,0
2901,3,2,3,0,3,1,0,0,0,0,20,0
3001,0,0,0,1,0,32,3,1,0,0,15,0
3101,0,1,0,0,0,1,0,3,0,1,1,0
3201,2,2,0,0,0,0,1,2,0,0,4,0
3301,0,0,0,0,0,1,1,8,0,0,2,0
3401,0,3,0,0,0,1,12,5,0,1,3,0
3501,0,1,0,0,0,2,0,1,1,0,4,0
3601,0,3,0,0,1,0,0,3,0,0,30,0
3701,0,0,0,0,0,12,0,13,0,0,3,0
3801,0,2,0,0,0,0,1,0,1,1,3,0
3901,0,6,2,0,0,2,1,2,0,0,3,0
4001,0,5,0,0,0,3,0,0,0,0,11,0
4101,0,2,0,0,17,2,1,5,0,0,4,0
4201,0,0,0,0,0,0,2,1,0,0,1,0
4301,0,1,0,0,0,10,0,0,0,0,18,0
4401,0,0,0,0,0,0,2,0,0,8,8,0
4501,0,5,0,0,0,0,0,1,0,0,62,0
4601,0,2,0,1,0,0,1,1,0,0,1,0
4701,0,0,0,0,0,2,0,0,0,0,4,0
4801,0,1,0,0,0,0,0,0,0,0,15,0
4901,0,0,0,0,0,0,0,1,0,0,23,0
5001,0,0,0,1,0,15,2,0,0,0,1,0
5101,0,0,0,0,1,12,3,0,0,1,1,0
5201,0,1,0,2,0,2,0,7,0,0,10,0
5301,0,0,0,1,3,2,1,0,0,5,3,0
5401,0,1,0,0,0,1,0,0,0,0,0,0
5501,0,1,0,0,1,2,0,12,0,0,6,0
5601,1,2,0,0,0,0,1,1,0,1,4,1
5701,0,1,0,0,0,3,2,0,0,0,4,0
5801,0,0,0,0,0,0,0,0,0,0,11,0
5901,2,8,1,7,2,7,10,0,0,0,8,3
6001,1,1,3,0,1,3,1,1,0,0,18,0
6101,0,0,0,0,0,0,0,0,0,0,7,0
6201,0,0,1,0,1,4,0,0,0,4,35,0
6301,0,1,2,0,0,1,0,0,0,0,12,0
6401,0,0,0,0,0,23,1,3,0,0,21,0
6501,0,2,0,0,0,10,0,0,0,0,9,0
6601,0,1,0,0,0,2,0,0,0,1,10,0
6701,0,1,0,0,0,0,0,0,0,0,12,0
6801,0,0,0,0,0,1,1,1,0,0,3,0
6901,1,3,0,0,0,2,2,1,0,0,3,0
7001,0,0,0,0,1,0,0,1,0,2,0,0
7101,0,2,0,1,0,20,0,0,0,0,27,0
7201,0,1,0,0,0,0,1,0,0,0,5,0
7301,0,2,0,0,0,3,1,14,0,0,3,0
7401,0,0,1,0,0,1,0,0,0,0,5,0
7501,0,3,0,0,0,3,0,0,0,0,5,0
7601,0,0,0,1,0,0,0,1,0,0,2,0
7701,0,0,0,0,0,4,0,1,0,0,21,0
7801,0,0,0,0,0,2,0,0,0,0,8,0
7901,0,0,0,0,0,13,2,1,0,0,5,0
8001,0,2,0,0,0,0,0,1,0,0,7,0
8101,1,0,0,0,0,1,0,1,0,0,9,0
8201,0,0,0,0,0,0,1,0,0,0,6,0
8301,0,1,0,0,0,1,12,0,0,2,5,0
8401,0,0,1,0,0,0,0,0,0,0,2,0
8501,0,2,0,0,0,0,0,1,0,0,3,0
8601,0,2,1,1,0,4,1,0,0,9,8,0
8701,0,1,0,0,0,1,1,0,0,0,3,0
8801,0,7,0,1,0,0,1,1,0,0,1,0
8901,0,0,1,0,0,4,3,0,0,0,12,0
9001,0,3,0,0,2,0,3,2,0,0,10,0
9101,1,2,0,0,0,0,1,0,0,0,8,0
9201,0,5,0,2,5,0,9,0,0,0,3,0
9301,0,0,0,0,0,16,1,0,0,7,2,0
9401,0,3,0,0,0,4,18,1,0,1,4,0
9501,0,0,0,0,0,6,0,9,0,0,13,0
9601,0,2,1,0,1,1,0,0,0,0,10,0
9701,0,1,0,0,0,2,0,0,0,0,11,0
9801,0,0,0,0,3,14,1,0,0,0,12,0
9901,0,0,0,0,0,2,0,0,1,0,6,0
10001,0,4,0,0,1,31,0,0,0,1,18,0
10101,0,0,0,3,1,4,0,1,0,0,8,0
10201,0,3,0,0,0,0,1,0,0,0,8,0
10301,0,9,0,0,0,0,0,1,0,0,8,0
10401,0,16,14,1,0,3,1,0,0,3,5,0
10501,0,1,1,0,1,1,0,0,0,0,4,0
10601,0,2,3,1,1,0,2,5,1,4,3,0
10701,0,0,0,0,0,0,0,0,0,0,7,0
10801,0,1,0,0,0,0,0,1,0,0,2,0
10901,0,1,0,0,1,0,1,0,0,0,9,0
11001,0,0,31,1,0,2,0,2,0,2,7,0
11101,0,2,0,0,0,1,5,0,0,0,3,0
11201,0,11,0,0,0,2,34,2,0,0,4,0
11301,0,3,0,0,0,1,32,0,0,0,1,0
11401,0,8,0,0,0,3,1,2,0,0,5,0
11501,7,3,0,1,0,3,0,8,0,0,3,0
11601,0,0,0,0,0,1,1,0,0,0,768,0
11701,0,6,0,0,0,1,2,0,0,0,4,0
11801,0,0,0,0,0,0,0,1,0,0,2,0
11901,0,0,0,0,0,2,0,0,0,0,8,0
12001,0,2,0,0,0,0,0,1,2,0,18,0
12101,0,2,0,0,0,0,1,1,0,0,3,1
12201,0,0,0,1,0,1,1,0,0,0,0,0
12301,0,1,0,0,0,1,0,0,0,0,0,0
12401,1,3,0,0,0,0,0,0,0,0,8,0
12501,0,0,0,0,0,1,0,3,0,0,11,0
12601,0,1,0,0,0,1,0,2,0,0,3,0
12701,0,0,0,0,0,0,1,1,0,0,9,0
12801,0,0,0,0,0,11,0,2,0,0,4,0
12901,1,0,0,1,0,0,1,0,0,1,2,0
13001,0,0,0,0,0,6,2,0,0,0,2,0
13101,0,1,0,0,0,4,2,0,0,0,6,0
13201,0,2,0,0,0,0,2,0,1,0,1,0
13301,0,1,1,0,0,0,1,0,0,0,8,0
13401,0,2,0,0,0,0,0,0,0,0,3,0
13501,0,0,0,0,0,1,0,0,0,0,6,0
13601,1,0,0,0,0,2,2,1,0,0,11,0
13701,0,2,1,0,0,0,0,0,0,0,4,0
13801,0,0,0,0,0,0,0,0,0,0,71,0
13901,0,1,0,0,0,8,0,8,0,0,1,0
14001,1,1,0,0,1,1,0,1,0,0,1,0
14101,0,1,0,1,0,0,1,1,0,0,4,0
14201,0,0,0,0,0,1,2,1,0,0,1,0
14301,0,0,0,0,2,0,0,0,0,0,6,0
14401,0,0,0,0,0,39,1,0,0,0,4,0
14501,0,0,0,0,0,3,0,0,0,0,4,0
14601,0,2,0,0,1,0,0,0,0,0,10,0
14701,0,0,0,0,0,1,1,0,0,0,1,0
14801,0,1,0,1,0,0,0,1,0,0,4,0
14901,1,1,0,0,0,0,0,0,0,0,5,0
15001,0,0,0,0,0,6,0,1,0,1,3,0
15101,0,0,0,0,0,0,1,0,0,0,1,0
15201,0,0,0,0,0,0,1,0,0,2,61,0
15301,0,0,0,0,0,1,0,5,0,0,6,0
15401,0,6,0,0,0,0,15,3,0,0,2,0
15501,0,0,0,0,0,3,0,1,0,0,1,0
15601,0,0,0,0,0,0,0,0,0,0,4,0
15701,0,1,0,0,0,13,0,1,0,1,5,0
15801,0,0,0,0,0,2,0,0,0,3,7,0
15901,0,0,0,0,0,0,1,1,0,0,3,0
16001,0,1,0,0,1,0,0,10,0,0,2,0
16101,0,0,0,0,0,0,0,0,0,0,7,0
16201,0,1,0,0,0,0,1,0,0,0,4,0
16301,0,2,0,0,0,2,1,0,0,0,4,0
16401,0,0,0,0,0,21,2,0,0,0,8,0
16501,0,1,0,0,0,0,1,0,0,0,2,0
16601,0,1,0,0,0,2,1,0,0,0,11,0
16701,0,0,0,0,0,0,1,0,0,0,4,0
16801,0,1,0,0,0,0,0,1,0,0,0,0
16901,0,5,0,0,0,8,1,2,0,0,3,0
17001,0,2,4,0,0,3,2,0,0,0,1,0
17101,1,0,0,0,27,0,0,0,0,0,7,0
17201,0,14,1,0,6,2,6,6,0,0,2,0
17301,0,0,0,0,0,0,2,13,0,0,2,0
17401,1,0,0,0,0,2,2,0,0,0,8,0
17501,0,1,7,2,0,1,0,1,0,0,9,0
17601,1,6,0,0,0,6,1,1,0,1,6,0
17701,0,0,0,0,0,0,0,0,0,1,5,1
17801,0,1,0,0,1,1,0,0,0,0,2,0
17901,0,0,0,0,3,2,0,0,0,0,1,0
18001,0,0,0,0,1,0,0,0,0,0,7,0
18101,0,7,0,0,0,1,10,2,0,0,24,0
18201,0,1,0,0,0,0,0,1,0,0,2,0
18301,0,2,0,0,0,0,2,1,0,0,13,0
18401,0,0,0,0,0,13,1,0,0,0,1,0
18501,0,2,0,0,0,0,4,0,3,0,6,8
18601,0,6,0,0,5,6,0,1,0,0,4,3
18701,0,0,0,0,0,0,1,0,0,0,3,0
18801,0,0,0,0,0,1,0,0,0,0,4,0
18901,0,1,0,0,0,0,1,6,0,0,0,0
19001,0,0,0,0,0,0,0,1,0,0,5,0
19101,0,0,1,1,0,8,0,1,0,0,6,0
19201,0,3,0,0,1,15,0,0,0,1,14,0
19301,0,0,0,0,0,0,0,0,0,1,3,0
