position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,13,11,0,35,14,216,64,48,0,12,337,1
101,32,201,4,16,6,112,141,200,8,41,809,8
201,47,97,5,221,600,632,223,563,35,20,980,46
301,5,75,13,26,15,298,286,127,56,25,685,4
401,26,96,11,19,9,125,186,107,110,15,258,5
501,9,105,13,64,63,116,293,123,3,37,693,6
601,9,97,21,3,12,109,191,181,6,11,1250,1
701,2,82,16,4,2,46,203,48,1,10,466,1
801,9,187,1,9,7,121,125,40,0,42,1258,0
901,15,253,15,14,4,124,206,45,2,20,413,1
1001,2,81,20,1,11,158,77,110,1,37,378,4
1101,11,74,14,12,11,97,97,198,0,32,565,2
1201,3,206,10,7,6,99,123,62,3,33,674,0
1301,11,267,5,24,4,55,115,23,8,18,694,1
1401,3,35,15,14,19,96,111,37,5,24,1253,3
1501,4,135,215,9,10,155,112,33,3,43,708,1
1601,6,101,41,9,5,182,55,10,2,18,455,0
1701,2,43,5,10,11,89,133,134,1,4,318,0
1801,5,189,21,14,55,128,371,93,0,4,276,17
1901,8,88,26,17,20,142,260,75,2,64,822,0
2001,5,96,4,5,7,116,137,57,1,13,695,0
2101,4,64,10,12,14,62,128,232,4,33,677,0
2201,6,95,10,15,20,74,188,154,4,6,189,0
2301,16,61,3,8,1,56,431,45,6,15,406,1
2401,11,105,36,6,2,377,256,44,0,103,963,3
2501,19,284,9,9,11,36,103,31,0,13,380,16
2601,10,132,4,2,0,60,44,32,3,4,535,0
2701,5,80,13,3,3,402,59,127,3,1,397,0
2801,1,165,67,6,2,127,190,92,1,7,279,1
2901,1,214,27,16,6,800,67,35,3,11,559,1
3001,9,103,16,8,28,291,220,97,2,29,329,0
3101,15,60,18,46,7,92,100,54,7,8,565,9
3201,5,215,8,3,24,96,94,137,2,32,444,3
3301,6,78,21,0,12,55,83,102,3,11,542,0
3401,19,122,21,5,17,49,319,124,4,3,229,0
3501,20,131,8,14,4,68,91,23,20,44,257,4
3601,26,146,5,8,26,118,77,76,0,42,519,1
3701,2,43,32,6,12,65,274,41,4,21,1008,6
3801,12,85,18,4,19,96,122,127,0,10,411,0
3901,9,265,13,17,5,32,42,59,3,23,332,0
4001,7,33,10,14,14,110,41,11,6,2,440,1
4101,3,115,6,10,236,75,104,93,2,1,134,0
4201,19,96,6,1,8,125,171,199,4,1,519,0
4301,0,69,1,5,8,182,17,24,7,26,370,0
4401,7,108,4,1,0,29,86,27,4,12,232,3
4501,32,152,7,180,4,84,40,186,4,45,424,1
4601,4,44,3,3,10,104,60,12,0,30,273,2
4701,0,42,7,14,53,68,24,27,4,86,501,1
4801,8,173,28,3,1,112,22,19,3,29,1412,0
4901,7,49,8,7,22,1189,101,64,4,20,300,0
5001,44,135,5,5,14,141,171,198,1,3,335,0
5101,6,45,9,11,4,108,97,28,1,40,640,2
5201,6,51,12,22,8,86,114,60,0,5,418,3
5301,6,59,116,20,29,96,28,17,0,6,399,1
5401,3,56,14,1,4,75,68,23,2,3,747,1
5501,152,135,79,1,67,31,204,212,1,28,511,1
5601,1,102,8,15,1,72,47,20,1,18,672,0
5701,9,83,8,8,6,114,43,8,0,13,314,0
5801,8,72,6,4,4,172,34,8,3,5,1161,1
5901,2,65,2,9,0,610,59,290,4,2,382,0
6001,6,156,9,5,1,86,30,59,15,27,640,2
6101,0,41,5,13,10,134,37,12,3,113,734,0
6201,6,55,7,2,2,75,16,3,1,12,398,0
6301,4,58,158,24,60,201,125,88,4,17,700,1
6401,2,596,33,5,7,261,85,66,2,16,408,1
6501,7,79,13,29,4,81,72,63,1,12,832,5
6601,2,192,3,7,5,173,56,28,1,24,1406,3
6701,10,100,36,2,1,134,34,36,0,5,809,2
6801,5,94,63,7,2,71,67,83,0,14,626,2
6901,9,28,8,4,58,134,18,28,2,22,543,1
7001,4,44,2,16,99,141,81,81,1,9,530,0
7101,1,28,1,15,24,359,67,7,9,30,565,1
7201,1,43,1,6,18,83,30,23,0,2,323,0
7301,7,76,8,4,22,80,57,442,2,19,136,0
7401,0,45,0,3,2,76,13,73,0,6,264,0
7501,5,38,0,3,1,13,18,10,1,2,296,3
7601,21,36,3,4,6,68,17,51,0,1,106,1
7701,3,62,13,2,6,188,44,130,0,16,891,1
7801,160,119,14,8,13,171,42,32,1,7,565,0
7901,1,116,5,4,6,65,29,89,7,16,495,0
8001,28,136,18,16,11,60,27,49,15,19,282,0
8101,11,82,23,6,5,59,111,123,2,4,552,2
8201,6,64,1,2,3,48,14,17,0,15,468,3
8301,3,424,26,7,6,64,494,77,3,153,539,60
8401,2,70,3,0,2,92,13,1,1,7,366,0
8501,8,72,7,2,2,34,49,49,1,8,51,1
8601,4,90,5,31,5,1503,55,54,21,29,692,1
8701,5,51,0,149,11,265,27,6,4,8,853,0
8801,5,92,10,10,10,102,114,53,4,16,346,0
8901,3,33,6,0,5,338,33,26,0,11,776,0
9001,8,40,1,4,71,85,40,27,5,1,732,0
9101,0,39,6,8,2,87,32,99,1,21,332,1
9201,6,59,9,8,9,65,9500,19,2,5,282,0
9301,5,112,1,4,4,96,29,18,10,1,201,1
9401,1,162,2,42,25,103,153,29,0,15,323,0
9501,1,20,0,8,11,330,36,20,1,17,746,3
9601,3,38,0,0,4,2849,25,19,0,10,350,0
9701,1,97,4,1,15,63,94,6,2,11,255,1
9801,7,129,6,0,11,460,24,61,0,3,440,0
9901,3,34,5,0,80,156,23,12,1,12,397,1
10001,5,49,3,10,11,120,44,4,0,10,343,2
10101,5,52,14,11,4,397,37,28,4,5,852,0
10201,0,37,3,2,135,103,80,26,0,4,450,2
10301,4,658,0,5,0,175,417,39,1,9,500,0
10401,3,85,467,1,3,91,57,14,0,4,295,0
10501,3,117,2,4,3,96,28,28,10,22,379,1
10601,37,79,27,17,26,81,54,92,30,34,294,16
10701,1,59,1,11,2,106,30,35,1,79,770,5
10801,3,127,12,6,5,75,27,145,0,6,346,0
10901,1,49,5,5,6,65,218,16,1,0,720,0
11001,0,45,4,4,6,125,23,33,2,2833,365,1
11101,2,111,2,14,15,48,42,40,4,8,333,0
11201,0,73,14,225,507,79,472,137,6,3,139,0
11301,10,147,8,1,3,63,46,190,2,6,251,0
11401,2,61,3,27,5,76,26,40,4,12,307,0
11501,21,800,1,9,50,719,201,159,0,14,865,1
11601,1,19,1,8,19,65,23,80,0,8,371,4
11701,7,175,5,7,5,89,73,29,1,4,842,0
11801,1,219,4,2,1,38,39,31,0,16,241,0
11901,7,110,5,9,11,32,51,3,2,5,274,1
12001,2,70,44,5,9,48,95,64,1,10,1214,0
12101,6,65,5,16,9,76,90,219,0,13,150,1
12201,0,25,41,1,0,37,21,28,6,6,92,6
12301,3,42,1,10,1,68,36,2,1,5,149,0
12401,4,54,33,1,0,80,8,2,0,13,485,0
12501,7,477,27,3,6,48,40,34,5,6,269,0
12601,18,97,6,2,3,45,44,6,0,4,161,2
12701,7,53,1,4,2,61,61,115,0,4,900,3
12801,0,127,3,2,1,75,106,20,0,13,405,0
12901,4,77,1,5,1,2077,40,8,0,0,311,0
13001,8,55,22,13,5,108,56,22,0,11,331,1
13101,9,66,55,3,0,145,91,12,1,5,387,0
13201,5,32,16,3,23,97,54,33,0,3,145,0
13301,3,38,5,10,7,99,41,27,1,10,502,0
13401,5,44,0,6,5,105,52,11,1,19,345,5
13501,0,134,1,14,1,55,18,12,2,5,412,0
13601,3,75,16,5,7,198,25,71,2,10,383,5
13701,0,2632,6,1,5,438,134,37,0,5,298,4
13801,0,88,22,0,442,72,29,28,0,3,450,2
13901,19,554,1,2,5,88,99,19,1,3,212,1
14001,4,77,0,3,17,172,29,37,0,28,173,0
14101,8,75,10,4,41,64,115,40,3,12,604,2
14201,2,32,20,2,4,88,48,54,0,43,228,0
14301,0,44,2,1,5,101,49,75,0,2,219,0
14401,2,21,4,6,2,179,3,25,2,49,310,0
14501,1,30,2,20,6,48,26,31,0,6,323,1
14601,0,23,3,4,3,123,121,12,0,10,204,1
14701,1,66,7,4,1,208,25,57,0,6,680,0
14801,3,30,1,3,7,49,23,167,1,17,305,2
14901,110,184,13,16,1,50,27,7,0,7,268,1
15001,1,17,2,0,3,79,594,32,1,3,221,0
15101,1,223,11,43,3,48,20,7,0,21,213,1
15201,4,30,3,2,1,156,56,24,0,7,1007,0
15301,1,21,1,9,3,260,21,70,4,23,210,1
15401,4,110,1,3,0,84,116,248,2,4,424,0
15501,0,70,13,14,3,112,60,58,4,6,311,1
15601,7,47,6,1,0,82,45,85,0,1,206,1
15701,7,39,6,10,5,97,19,239,1,5,585,0
15801,3,80,4,2,4,83,24,14,0,16,208,0
15901,2,331,3,1,10,90,33,127,1,9,468,2
16001,1,71,1,2,29,73,35,56,0,5,118,0
16101,2,29,3,5,3,42,19,37,1,10,184,1
16201,2,68,4,10,11,57,44,32,1,6,334,0
16301,13,74,8,2,2,146,52,46,1,10,954,1
16401,2,130,5,1,8,166,20,17,1,5,201,0
16501,30,50,2,3,2,441,11,26,1,1,217,0
16601,3,36,2,3,11,43,31,109,0,44,199,0
16701,2,14,1,1,1,629,87,45,1,2,599,0
16801,2,54,3,3,6,27,13,54,0,6,86,0
16901,4,56,8,3,2,60,29,164,4,4,225,0
17001,2,46,5,8,4,184,59,96,2,1,268,1
17101,10,30,3,13,21,72,21,88,1,34,283,5
17201,0,56,5,1,12,49,26,336,0,2,107,0
17301,2,32,1,8,4,55,15,60,1,7,221,4
17401,24,61,0,4,2,102,21,704,2,9,379,0
17501,2,169,0,50,5,66,25,65,7,6,332,0
17601,6,176,7,5,3,56,44,79,0,157,323,2
17701,1,134,4,6,5,77,18,61,5,12,543,2
17801,1,58,21,2,7,57,48,8,2,7,247,0
17901,5,47,4,0,2,76,20,60,0,29,137,2
18001,1,46,0,4,3,58,109,77,2,7,552,0
18101,12,116,6,1,0,340,376,137,4,22,486,0
18201,3,34,154,2,2,81,20,59,0,8,256,0
18301,1,135,1,2,11,112,53,50,1,17,449,1
18401,8,80,7,14,20,115,37,433,1,10,489,0
18501,3,243,6,9,10,38,77,56,11,7,610,416
18601,0,28,2,61,58,89,50,68,6,8,463,2
18701,7,78,7,15,1,140,38,114,2,10,397,1
18801,7,51,5,1,2,59,70,127,70,15,428,0
18901,0,27,5,1,1,50,42,135,11,5,164,0
19001,3,70,8,3,5,80,11,57,0,13,348,0
19101,7,66,7,1,4,590,30,62,0,20,767,2
19201,7,63,2,25,2,659,18,4,2,23,388,1
19301,0,46,6,13,8,304,37,29,2,7,239,2
19401,2,60,3,6,1,72,11,21,0,1,166,9
19501,2,51,1,8,2,301,31,360,5,17,537,0
19601,36,83,40,9,103,98,76,128,2,11,188,1
19701,1,70,12,10,0,45,85,49,12,0,49,0
19801,13,71,13,16,7,129,99,132,0,46,377,0
19901,6,28,28,9,17,82,77,779,1,55,818,0
20001,16,109,3,1,7,179,85,58,1,2,165,0
20101,4,26,2,1,2,96,21,805,3,1,474,0
20201,2,4738,23,3,0,60,11,200,0,82,160,0
20301,0,79,2,1,2,75,90,120,3,4,234,67
20401,6,76,12,22,34,93,33,68,0,10,697,1
20501,3,96,6,2,3,59,23,555,2,17,434,2
20601,11,51,1,4,15,54,54,104,374,7,566,0
20701,3,81,9,1,0,36,14,30,1,9,562,0
20801,0,36,11,0,3,100,37,23,0,3,171,0
20901,3,45,6,0,6,55,75,178,2,6,227,0
21001,21,129,13,2,3,54,37,26,4,16,273,7
21101,4,364,7,3,6,62,67,95,0,7,139,0
21201,9,46,3,29,3,25,56,123,163,7,137,14
21301,13,63,12,0,4,84,67,47,2,124,336,1
21401,19,68,4,13,4,61,11,16,1,6,54,0
21501,7,23,15,27,9,469,11,282,3,2,357,17
21601,5,22,22,40,6,274,15,182,96,60,754,79
21701,15,62,326,50,71,685,1033,467,59,211,680,6
21801,5,64,11,11,9,140,50,45,7,40,1808,10
21901,114,38,12,77,150,622,27,140,72,42,519,5
22001,42,109,53,21,19,171,68,343,43,79,332,7
22101,106,124,14,51,139,243,148,590,21,64,150,12
22201,14,116,2,8,8,266,92,383,20,18,472,1
22301,2,115,15,11,4,232,126,179,120,34,360,3
22401,18,41,9,24,3,80,70,77,24,8,475,2
22501,17,125,18,4,12,63,254,13,102,19,214,0
22601,19,81,26,1,2,685,417,35,1,26,657,2
22701,6,173,57,94,11,3938,249,45,58,721,12453,2
22801,16,239,15,22,978,332,95,2352,2,0,237,1
22901,7,254,155,54,232,140,51,195,10,103,243,9
23001,40,272,43,149,49,924,970,50,46,437,683,16
23101,42,44,7,3,7,58,7,101,73,6,278,1
23201,7,44,72,8,4,201,29,62,32,61,431,16
23301,13,65,2,5,3,140,8,42,13,8,102,4
23401,76,35,5,2,7,108,108,205,12,13,160,11
23501,51,52,5,4,24,228,16,292,200,8,320,1
23601,19,689,321,15,13,690,57,118,22,44,856,2
23701,82,384,1,3,1,98,541,10,2,17,273,0
23801,9,36,330,1,6,69,30,48,14,295,191,3
23901,31,111,8,9,61,70,14,52,12,35,200,5
24001,39,75,4,61,17,1120,22,85,0,7,445,10
24101,7,32,38,4,19,74,30,94,12,24,420,0
24201,9,46,3,5,1,70,14,20,1,0,122,4
