position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,0,0,0,0,0,1,0,0,0,2,0
101,0,1,1,0,0,0,1,1,0,0,3,0
201,0,1,0,4,11,32,2,1,1,0,5,1
301,4,2,0,0,0,0,1,0,0,1,8,0
401,0,1,4,0,0,1,1,0,0,3,1,3
501,1,0,0,0,0,1,1,2,0,0,4,1
601,3,0,0,1,0,0,4,12,0,0,4,0
701,0,3,0,0,0,0,0,0,0,0,2,0
801,0,0,0,0,0,3,1,0,0,0,8,0
901,0,1,0,2,0,0,1,0,0,0,8,0
1001,0,1,0,0,0,0,0,1,0,0,1,0
1101,0,0,0,0,0,4,1,0,0,1,0,0
1201,0,1,0,0,0,2,2,0,0,0,4,0
1301,0,0,0,0,0,3,1,0,0,0,7,1
1401,0,1,0,0,0,17,1,1,0,0,6,0
1501,0,0,2,0,0,0,24,2,0,0,2,0
1601,1,0,0,0,0,2,1,0,0,0,3,0
1701,0,1,0,0,0,0,0,0,0,0,0,0
1801,1,1,0,0,0,0,7,1,0,1,5,0
1901,0,0,1,0,0,2,1,1,0,1,1,0
2001,0,0,0,0,1,0,1,1,0,0,5,0
2101,0,0,0,0,0,1,1,0,0,0,5,0
2201,0,1,2,0,0,0,1,1,0,0,0,0
2301,0,0,0,0,0,0,0,2,0,0,1,0
2401,0,1,0,0,0,0,1,1,0,0,8,0
2501,0,0,0,0,0,2,0,2,0,0,5,0
2601,0,0,0,0,0,0,0,3,0,1,3,0
2701,0,0,0,0,0,6,0,1,0,0,2,0
2801,0,5,0,0,0,0,2,0,0,0,0,0
2901,0,0,0,0,3,0,0,1,0,0,4,0
3001,0,0,0,0,1,35,0,0,1,0,10,0
3101,0,0,0,0,3,1,0,0,0,0,3,0
3201,0,0,0,0,0,1,1,1,0,0,1,0
3301,0,0,0,0,0,1,0,0,0,0,2,0
3401,0,1,0,0,0,0,4,2,0,0,3,0
3501,0,0,0,0,0,0,0,0,0,0,1,0
3601,0,1,0,0,0,0,0,2,1,2,3,0
3701,0,0,0,0,0,0,1,5,0,0,6,0
3801,0,0,0,0,0,2,0,1,0,1,2,0
3901,0,14,0,0,0,0,0,2,0,1,0,0
4001,0,6,0,0,1,1,0,0,0,1,7,0
4101,0,3,0,0,12,1,6,9,0,1,0,0
4201,0,0,1,0,0,1,0,3,0,0,1,0
4301,0,1,0,0,0,5,0,0,0,0,1,0
4401,6,1,6,0,0,0,0,0,0,9,2,0
4501,0,0,0,0,0,0,1,1,0,0,22,0
4601,2,1,2,2,0,0,1,0,1,2,2,0
4701,0,0,0,0,0,1,0,0,0,0,6,0
4801,0,0,0,0,0,0,0,0,0,0,5,0
