position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
1,0,0,1,1,0,7,0,66,0,3,58,0
101,2,7,0,0,3,2,7,11,0,1,43,1
201,616,2,1,1,4,402,10,53,1,0,2967,0
301,1,2,0,0,1,3,19,18,0,1,140,20
401,1,883,0,1,0,3,13,9,0,1,176,0
501,0,8,0,0,0,9,64,8,0,1,48,0
601,0,24,1,2,88271,445,9,2,0,0,57,1
701,0,2,0,9,0,3,4,4,0,2,45,0
801,0,3,0,0,0,28,13,4,1,3,136,0
901,0,4,1,0,0,50,2,7,0,0,643,0
1001,1,19,4,0,2,2,0,5,0,2,150,0
1101,3,6,0,0,1,24,11,20,0,7,1286,0
1201,1,33,1,0,0,87,8,21,0,1,84,0
1301,0,4,0,1,0,7,4,2,0,2,27,0
1401,0,1,6,0,2,3,3,4,0,0,184,1
1501,0,6,3,0,0,31,22,4,0,1,43,0
1601,5,8,0,0,1,4,5,0,0,1,51,0
1701,0,15,0,0,1,3,6,4,2,0,8,0
1801,0,6,2,1,3,2,41,2,0,0,21,0
1901,0,0,2,0,1,3,6,24,1,3,72,0
2001,0,11,0,0,0,1,2,7,0,2,132,1
2101,0,6,1,0,15,1,66,9,2,1,3551,0
2201,0,1276,0,3,0,4,6,3,0,0,134,0
2301,0,8,0,2,1,3,245,15,0,7,17,0
2401,0,6,0,1,0,2,2,7,0,2,54267,0
2501,3,1,4,2,0,2,14,7,0,1,24,0
2601,1,4,1,6,0,6,89,13,0,2,21,0
2701,0,1,2,0,0,128,4,52,0,2,31,0
2801,0,3,0,0,6,4,13,3,0,0,63,0
2901,1,3,1,2,1,4,10,1,6,0,51,0
3001,1,16,0,3,0,25,3,4,0,1,55,0
3101,0,27,0,0,1,2,2,1,0,4,19637,0
3201,0,11,1,0,0,34,224,7,0,0,12,0
3301,0,10,2,2,0,1,12,13,0,0,13,0
3401,1,4,0,0,0,6,30,13,0,0,9,0
3501,0,2,0,0,0,11,8,0,0,0,35,0
3601,1,0,0,0,0,6,161,4959,0,2,2634,0
3701,0,8,0,0,0,2,14,2,0,0,131,0
3801,0,12,0,0,3,21,45,2,0,2,27,0
3901,3,327,639,4,0,189,26,10,0,3,29,0
4001,0,82,1,0,1,15,0,0,0,0,44,0
4101,1,41,0,0,3,31,6,32,0,0,102,0
4201,0,3,2,0,1,106,14862,313,1,0,2024,0
4301,0,3,0,0,1,0,3,3,0,0,29471,0
4401,1,0,1,0,0,2,10,20,1,1,131,0
4501,0,2,0,8,0,1,8,3,0,0,394,0
4601,0,0,0,8,0,9,5,0,0,0,34,0
4701,0,6,1,0,0,10,3,0,0,4,52,0
4801,1,31,0,0,0,5,24,1,0,2,78,0
4901,1,8,0,0,0,4,1,6,7,0,172,0
5001,0,1,1,0,0,141,5,9,0,0,230,0
5101,1,5,0,1,1,40,4,14,0,0,132,0
5201,1,2117,0,1,5,8,2,7,0,0,44,0
5301,4,1,0,0,58612,3,0,40,0,18,42,0
5401,0,9,0,0,0,2,0,1,0,0,44,0
5501,0,103,0,0,1,1,6,45,0,1,804,0
5601,0,27,0,0,0,9,2,0,0,13,16,0
5701,0,0,1,0,0,13,9,0,1,0,61,0
5801,0,34,3,0,0,2,4,0,0,1,212,0
5901,0,1,0,0,13,76,3,1,0,0,46,0
6001,0,6,1,0,0,0,2,2,0,2,34,2
6101,0,7,0,0,1,0,1,0,0,0,37,0
6201,0,5,0,1,0,5,1,0,0,0,42,0
6301,0,4,0,0,0,315,12,18,0,1,660,0
6401,1,4,2,285,0,3,5,11,0,1,59265,0
6501,0,7,2,1,0,2,7,6,1,1,119,0
6601,0,32,0,2,0,5,28,2,1,3,2348,0
6701,1,0,0,0,0,4,0,1,0,1,56,0
6801,9,1,10,0,0,2,3,8,0,1,104,0
6901,0,4,0,0,74,22,15,0,0,0,733,6
7001,2,14,0,1,2,3,21,11,0,2,2211,0
